feature_1,feature_2,feature_3,feature_4,class
-21.209108,17.413944,-2.207234,-4.0562644,meningioma
-23.690456,17.980349,-5.490285,-2.6396103,meningioma
-9.190265,8.892391,12.188926,-0.5521621,meningioma
-24.214779,24.919937,-15.518531,0.27895176,meningioma
-26.318056,26.299397,-20.674015,0.85397553,meningioma
-27.45578,28.226486,-25.590471,0.7742377,meningioma
-13.574738,21.86337,-1.1701946,-12.641114,meningioma
-24.373806,10.663431,0.1140249,-12.534346,meningioma
-30.364584,13.42053,-3.7927895,5.1126575,meningioma
-26.73898,22.959723,-12.848327,6.2720413,meningioma
-12.694485,3.1079552,13.491747,-1.2588395,meningioma
-37.404335,14.407591,-15.413723,3.8003933,meningioma
-35.6286,20.113247,-21.080425,3.3538516,meningioma
-35.028584,12.30621,-9.969105,-0.7348822,meningioma
-32.91406,17.26227,-14.081179,0.34813866,meningioma
-38.566097,12.86462,-16.271954,0.19208807,meningioma
-26.050753,-3.056679,16.84668,-9.947328,meningioma
-26.48977,-0.5716672,14.969814,-6.4413624,meningioma
-27.466124,-0.65707654,13.488335,-3.5437763,meningioma
-0.40302074,0.59561616,8.997808,-6.3608174,meningioma
-28.49067,-1.5302312,12.977648,-3.146438,meningioma
-30.43253,16.761467,-9.133968,-3.4174838,meningioma
-33.18357,15.50957,-11.063002,-2.530208,meningioma
-31.060959,22.529028,-18.394472,-0.8476785,meningioma
-31.220613,24.497347,-22.421566,-0.5047231,meningioma
-32.74971,23.790882,-24.99345,-0.29543826,meningioma
-34.87619,19.70564,-22.101692,-0.9123511,meningioma
-7.982989,-5.421322,7.5536895,-6.9659486,meningioma
-36.987396,18.49573,-24.101736,-1.4047052,meningioma
-30.933771,21.34073,-20.692732,-3.0457327,meningioma
-33.743446,19.318972,-22.5879,-2.8446,meningioma
-33.475754,20.67008,-24.98292,-2.8705544,meningioma
-35.89374,18.05442,-24.5565,-3.2042832,meningioma
-32.340973,14.392163,-9.972588,-5.1849823,meningioma
-27.65066,18.478231,-8.804504,-3.3839145,meningioma
-29.582945,16.211508,-7.2877545,-4.73769,meningioma
0.8642461,-3.7729745,9.562006,-7.9755054,meningioma
-31.562527,14.34398,-7.7084146,-3.3871696,meningioma
-37.481445,8.100531,-6.8293877,-3.3819573,meningioma
-26.663826,13.984233,-2.6762757,-4.621105,meningioma
-22.868702,25.572762,-14.075853,-1.359512,meningioma
-23.914772,28.848776,-21.030632,-0.6248026,meningioma
-24.795345,30.151915,-26.533283,-1.2066195,meningioma
-12.863448,12.878928,13.415441,-2.0033972,meningioma
-38.184353,13.880453,-21.951632,-1.4545877,meningioma
-15.860427,8.589008,-2.8713553,26.76258,meningioma
-23.97279,4.4594507,12.520299,-1.8249625,meningioma
-41.64287,9.387059,-18.66185,-1.395482,meningioma
-24.347801,1.2673663,-0.3460772,22.666067,meningioma
-29.61709,-2.6509445,0.19360454,19.45831,meningioma
-29.548265,-0.3664666,0.078524,17.110514,meningioma
-23.820389,7.138265,-1.0287073,16.658611,meningioma
-28.707083,6.100689,-3.2298317,12.772299,meningioma
-12.380298,13.084592,6.082148,0.66214687,meningioma
-11.570686,9.069169,9.409906,2.7605472,meningioma
-18.868868,2.717282,9.489496,1.7607409,meningioma
-18.10076,4.464309,10.242567,-0.17407982,meningioma
-41.17576,10.069394,-20.873148,-1.8683805,meningioma
-19.253967,7.047721,7.517132,-3.2502487,meningioma
-23.88421,0.40170395,2.278243,18.016445,meningioma
-18.029236,2.2360773,5.2207685,20.538313,meningioma
-20.018318,-0.12852578,6.1101966,18.887928,meningioma
-16.9223,16.230896,-5.75423,16.419577,meningioma
-24.49269,20.804829,-14.946116,9.509923,meningioma
-16.688456,26.68743,-13.369804,11.637239,meningioma
-23.218191,9.742072,-6.835666,18.459995,meningioma
-23.035202,7.4931016,-3.0121114,17.220755,meningioma
-23.41268,5.4095507,-0.5554709,15.800222,meningioma
-40.97759,9.643135,-16.526125,-1.224143,meningioma
-17.033833,8.068231,2.3171349,16.821037,meningioma
10.542342,-5.250514,24.943573,6.773057,meningioma
14.630344,-7.058501,25.86073,4.490872,meningioma
8.008025,-11.71869,21.726662,1.8323842,meningioma
7.1760836,-12.795917,17.012604,-0.8015102,meningioma
1.8503118,-15.497468,13.444074,-3.724528,meningioma
-17.8714,-24.00355,9.001953,-4.393866,meningioma
-8.049661,10.488692,3.2822108,15.0830345,meningioma
-10.028487,12.108553,5.9604273,6.0836515,meningioma
-1.2396356,-15.302691,8.89168,-7.728757,meningioma
-29.864288,14.847441,-7.3768716,1.4987053,meningioma
4.463076,-14.744927,8.398018,-10.114529,meningioma
-0.33734247,-16.770878,6.2450056,-12.320553,meningioma
-4.9765863,-19.04895,4.1736884,-12.857756,meningioma
0.577748,-17.310863,3.5891473,-11.889504,meningioma
4.651184,-18.027952,2.4391487,-11.444197,meningioma
-0.09978894,-21.92866,1.6434383,-10.899615,meningioma
-2.7015939,-9.889366,11.110735,10.544262,meningioma
-8.788557,-12.940239,11.45719,9.042862,meningioma
-1.3172996,-9.918922,16.337769,12.518629,meningioma
-11.000186,-13.451533,14.927213,9.483525,meningioma
-31.511337,16.44768,-12.306777,1.4509809,meningioma
-4.14282,-9.36033,17.233221,9.515774,meningioma
-1.9123195,-8.168474,18.44901,9.1843815,meningioma
-7.4898024,-11.165719,12.393123,8.394471,meningioma
-10.660748,-11.689524,13.248093,7.770694,meningioma
-2.6471171,27.61223,-6.1434503,22.323492,meningioma
-7.8326535,19.61466,-1.659389,21.050331,meningioma
-8.690022,12.708217,1.3757225,21.220236,meningioma
3.7028258,14.665435,5.1600595,25.61288,meningioma
4.6469502,12.989156,8.249348,24.03984,meningioma
-17.997488,-2.3550172,7.695138,16.113728,meningioma
-37.10247,12.978136,-15.942455,0.5523086,meningioma
-24.244785,3.7596326,0.9708761,15.038976,meningioma
-14.543284,10.549331,2.1159024,17.6932,meningioma
-19.22919,6.25062,3.037543,15.824045,meningioma
-11.655686,14.67166,1.2183169,17.626888,meningioma
-14.131233,15.152657,-2.499467,16.252626,meningioma
-16.918833,17.658766,-5.426144,14.40083,meningioma
-9.631399,8.597327,1.3099215,26.803524,meningioma
-9.426439,8.866594,0.45925057,26.138056,meningioma
-16.062876,7.782332,8.135554,-5.811406,meningioma
-22.007956,-0.052644722,9.992395,-4.804502,meningioma
-33.127018,20.897575,-23.039099,0.5506691,meningioma
-15.011008,3.380695,10.085042,-5.429233,meningioma
8.210429,16.841085,14.929849,8.629128,meningioma
11.191709,13.173836,18.676031,8.227678,meningioma
-7.729121,-2.357237,17.706793,2.8826406,meningioma
5.912081,3.3190038,21.154213,2.626175,meningioma
-4.075273,4.4565663,-2.0885434,32.44767,meningioma
9.551923,5.9582095,0.54662585,33.932625,meningioma
-28.37192,14.670458,-10.405173,-0.8779332,meningioma
-32.277016,13.447151,-12.982119,-0.2970282,meningioma
-34.182095,15.093863,-16.8142,0.18403196,meningioma
-37.652218,16.51571,-23.821758,-0.47212043,meningioma
-32.158047,20.549845,-22.248228,0.7430884,meningioma
-28.795212,17.647404,-9.223858,-0.6043657,meningioma
-24.846703,20.597786,-7.618424,-0.6879049,meningioma
-27.60187,17.12998,-5.8853507,-1.1637423,meningioma
-27.03685,17.40088,-5.2305202,-1.1444914,meningioma
-39.879402,8.612238,-19.045218,-4.5606465,meningioma
-20.649721,0.2328063,0.23263738,-19.373402,meningioma
-23.190237,-1.6081307,4.6579103,-16.761305,meningioma
-17.538244,-0.13346101,11.676833,-19.263514,meningioma
-23.666483,-2.4569733,11.032605,-11.954398,meningioma
51.898506,-20.900873,-24.146326,-1.2478142,meningioma
53.005386,22.050716,6.5144243,0.090529665,meningioma
47.43829,-28.627836,-25.543894,28.269888,meningioma
112.879196,-11.202436,-31.247507,5.443963,meningioma
28.145584,-0.07676363,2.949535,-0.10383907,meningioma
97.75108,-6.586944,-19.582954,-8.320078,meningioma
67.86974,-12.3449335,-2.8073733,14.782931,meningioma
84.2773,-46.691696,4.677929,-4.8566265,meningioma
72.10312,-18.62316,-11.555962,49.34261,meningioma
21.175163,32.73838,10.176336,5.3770657,meningioma
88.893326,-42.72431,-19.960396,1.0589801,meningioma
45.905346,26.255915,3.7613497,19.567078,meningioma
31.918604,13.430736,-3.1520708,12.385102,meningioma
-25.29884,7.452598,1.8159537,-0.3812526,meningioma
53.68588,-22.650507,-0.36502543,-5.1162524,meningioma
74.959564,17.925716,8.509439,2.8319037,meningioma
75.421745,-17.832981,-48.300983,-0.38725284,meningioma
43.808064,-10.401521,-28.247183,2.0141425,meningioma
-12.21743,-23.093496,-4.304319,-2.0949986,meningioma
68.37794,-28.542292,-4.475308,17.235138,meningioma
41.706676,-2.789585,3.6409574,13.929461,meningioma
47.573334,-28.263493,-17.121473,-23.309875,meningioma
36.14904,-35.819168,-27.502144,-2.0891504,meningioma
-23.51623,-35.672825,1.9806286,-0.95948374,meningioma
4.4925933,3.3095667,11.063425,2.1249182,meningioma
77.85489,-12.306346,-12.533007,25.307802,meningioma
52.152714,-23.0259,-23.056917,17.189316,meningioma
85.03602,-26.597988,-49.396427,15.006411,meningioma
74.10983,-20.270533,-30.716316,14.384095,meningioma
43.9866,-26.221827,-3.330603,11.326674,meningioma
51.94951,-20.915339,-24.194382,-1.2145182,meningioma
10.510557,-13.703652,-2.4413407,5.5864205,meningioma
27.426672,6.0070977,12.029474,-12.319731,meningioma
33.223972,-15.182711,-2.675654,13.821601,meningioma
8.811225,1.6614937,-3.3496225,5.6327953,meningioma
12.726766,-18.141409,-16.248959,-9.8754015,meningioma
53.005386,22.050716,6.5144243,0.090529665,meningioma
1.4835806,59.71148,-23.267952,1.5282395,meningioma
5.997735,46.797386,-9.82026,-16.565725,meningioma
40.95061,3.2286398,16.484552,-9.123128,meningioma
54.463528,4.1131954,16.679203,6.570053,meningioma
81.2186,28.20475,1.3839407,-5.936111,meningioma
89.96723,-22.456575,-15.894266,0.2411172,meningioma
78.664314,-29.438887,-31.53512,11.8802395,meningioma
28.775795,26.620806,12.99286,8.711516,meningioma
71.90456,-17.80629,-11.029685,46.880566,meningioma
67.94553,-18.907705,-14.463739,23.414803,meningioma
67.00427,2.4742594,-6.337318,-0.692397,meningioma
14.782111,-25.630829,3.9255528,33.907177,meningioma
70.11864,-26.334152,-10.778307,0.6780251,meningioma
95.68604,-23.549965,-6.6453753,24.51581,meningioma
59.234455,-21.320522,-17.555962,-12.717282,meningioma
-29.24138,12.86885,-4.1003447,-6.7715287,meningioma
58.95581,-16.262054,-4.54657,-7.270017,meningioma
11.084043,1.800473,1.8268951,0.24849442,meningioma
63.875866,-27.630056,-32.4787,-15.23917,meningioma
-0.59523195,-15.27859,-5.6262307,5.558232,meningioma
-2.4982271,-15.402998,-4.8612466,21.047781,meningioma
67.73448,-18.748306,-13.946874,23.536098,meningioma
68.808945,0.7451601,-7.385236,-2.0761695,meningioma
46.747215,-38.304104,-8.058078,27.779852,meningioma
73.47442,-34.155922,-12.2350445,6.1753902,meningioma
-13.634676,-1.4516083,4.2011237,-8.176696,meningioma
-29.24138,12.86885,-4.1003447,-6.7715287,meningioma
44.361694,-29.440212,-15.602833,3.0737567,meningioma
48.7786,13.547149,12.768168,18.198244,meningioma
48.479874,-1.8007269,-0.31770265,15.84925,meningioma
37.854553,-11.642239,3.7349224,16.633865,meningioma
30.354704,0.08276422,9.430249,-4.5613346,meningioma
15.524635,-13.652926,8.007325,-32.120026,meningioma
6.888698,-10.342972,7.3803263,-8.696852,meningioma
31.91528,13.427479,-3.131737,12.377729,meningioma
132.68011,-15.773329,-27.513348,10.936768,meningioma
-27.644289,15.06663,-5.2180715,-5.7089424,meningioma
64.97252,-27.3837,-21.883566,5.881571,meningioma
56.174088,-10.856546,16.990059,3.079558,meningioma
64.97252,-27.3837,-21.883566,5.881571,meningioma
92.34542,-10.596174,-20.834066,3.3135693,meningioma
18.228987,0.5347585,4.034855,18.524515,meningioma
32.684055,-14.347711,-1.2278739,13.979374,meningioma
32.905697,1.6942215,8.771138,-3.5108922,meningioma
52.60151,5.8062677,17.729542,-9.321283,meningioma
33.881634,3.659896,-5.364821,3.3959851,meningioma
26.574755,-20.661858,1.1663356,3.772541,meningioma
4.964698,37.489094,-21.895712,4.8045516,meningioma
62.76498,-15.353302,-21.283836,16.765482,meningioma
74.913025,-19.014328,-52.430523,0.2678808,meningioma
83.933586,-20.713799,-50.91112,6.474246,meningioma
34.65455,-33.744564,-11.258187,26.566425,meningioma
12.658486,-41.353813,-17.457514,7.4241643,meningioma
18.928234,-16.451998,-15.8067665,-3.1193318,meningioma
93.8501,-7.488611,-36.32826,6.352467,meningioma
101.40996,14.472589,-27.82001,-3.855819,meningioma
59.552654,-4.2618594,-19.745325,-7.9399605,meningioma
-22.065687,2.2047038,10.075252,-16.424856,meningioma
1.9792386,59.590996,-22.661741,1.5677928,meningioma
-41.386997,7.6242647,-10.810948,-1.1736794,meningioma
31.890068,13.450351,-3.1655087,12.425276,meningioma
28.160915,0.025841787,2.1282554,-1.0628437,meningioma
43.284332,-29.036837,-22.838089,8.166937,meningioma
110.49372,-13.260423,-31.735758,-0.4832484,meningioma
26.374722,26.531904,-3.9150884,-6.1437025,meningioma
56.81211,-13.43673,-2.551529,-2.20592,meningioma
21.571234,30.121702,-1.2241697,-5.597156,meningioma
-47.91634,8.527222,-20.62405,-2.8413763,meningioma
-21.5616,5.238713,8.292758,-13.488397,meningioma
51.898506,-20.900873,-24.146326,-1.2478142,meningioma
83.881065,-45.60272,37.549522,15.169951,meningioma
47.062958,38.966187,15.91724,-16.50089,meningioma
-19.563063,7.095052,8.359837,-12.930047,meningioma
-46.666126,-2.6644068,-5.2309513,2.7844372,meningioma
-46.650543,-0.3998603,-8.347975,2.6699913,meningioma
-54.032867,-6.0888557,-10.771426,0.12705827,meningioma
-48.515396,1.8932016,-15.599953,0.047137287,meningioma
-47.64961,3.4543533,-16.556108,-0.7414336,meningioma
-36.33302,3.4252985,-3.5051062,-5.2404985,meningioma
-37.319416,2.9022624,-4.166031,-3.9178078,meningioma
74.754555,18.006329,8.408861,2.7952194,meningioma
-36.696453,3.490372,-4.60896,-3.4454525,meningioma
-41.581318,5.4837723,-9.05581,1.1138715,meningioma
-44.739616,1.976208,-8.505233,0.773178,meningioma
-37.346466,10.634561,-10.981445,1.8226227,meningioma
-25.387379,14.000248,0.71606255,5.028271,meningioma
-22.896378,14.683941,3.160316,5.8129935,meningioma
-41.24444,2.3787968,-6.3443227,0.54440206,meningioma
-29.76388,22.034842,-17.684273,1.9755652,meningioma
-24.545605,8.881395,6.0341024,-6.4841304,meningioma
-25.777178,8.496148,5.896577,-4.2222958,meningioma
54.856457,-3.3782837,2.7632706,1.7360836,meningioma
-25.818121,8.325869,5.744552,-1.40358,meningioma
-23.32081,10.766824,5.891671,-1.2404758,meningioma
-29.92184,17.461145,-9.968121,-0.9780714,meningioma
-30.574623,15.185787,-6.917513,-1.7270226,meningioma
6.8811107,-11.560726,15.802775,3.5546696,meningioma
8.118008,-12.288567,14.935552,4.016989,meningioma
2.1144478,-14.464928,12.950896,4.1596484,meningioma
-2.2673056,-15.529247,12.333039,4.4629183,meningioma
-5.6570544,-15.949479,11.910948,4.0568743,meningioma
-8.610841,-17.169104,11.273396,3.8062205,meningioma
-8.20763,41.284473,-16.319483,-9.761029,meningioma
-7.82145,4.98556,21.788103,-12.973656,meningioma
-17.177458,-1.6271344,22.160244,-8.619019,meningioma
-10.396958,3.6173122,21.587658,-8.289078,meningioma
-28.13046,19.678566,-11.652867,-7.865411,meningioma
-26.540844,24.66873,-15.95286,-6.464601,meningioma
-24.620155,29.285091,-21.076769,-5.2109246,meningioma
-28.57937,26.360134,-24.228062,-4.297944,meningioma
-25.378769,14.668091,1.0529038,0.50005704,meningioma
-24.16965,17.052263,-0.8270117,0.7777098,meningioma
-24.869534,18.512232,-3.418641,1.1222633,meningioma
-21.785704,24.895777,-8.1914425,1.8198227,meningioma
-24.21434,25.38773,-13.365363,1.8750565,meningioma
-21.817804,31.507015,-20.558607,2.3380558,meningioma
-22.198708,33.93359,-26.536406,1.6896565,meningioma
-31.882746,13.799157,-9.450117,1.4318473,meningioma
-30.23524,15.139588,-7.8828797,0.5808259,meningioma
-43.836216,8.364874,-20.613186,-0.56986594,meningioma
-20.1854,35.73439,-26.54527,2.078556,meningioma
-24.403177,32.945866,-29.080618,0.9354518,meningioma
-20.61769,-6.2883067,1.9798809,22.589413,meningioma
48.139904,33.170174,8.2999935,3.1186423,meningioma
-20.001999,-3.472053,2.958194,23.327438,meningioma
-16.741613,2.4156225,4.165507,24.856264,meningioma
-18.778364,8.049707,3.637783,23.133293,meningioma
-24.8,12.135092,-2.2326381,16.061197,meningioma
-43.135914,1.5722194,-5.69437,-4.695717,meningioma
-29.22446,17.788685,-9.3644495,-4.108227,meningioma
-34.29744,14.275952,-11.260594,-3.6780844,meningioma
-33.48406,17.272339,-15.44946,-2.5864742,meningioma
-27.250103,25.41881,-18.577833,4.023679,meningioma
-31.328222,22.454348,-21.283155,2.8207138,meningioma
23.067081,25.304758,14.524762,8.394749,meningioma
-31.216331,10.576088,-2.51624,3.8523548,meningioma
-28.91872,14.97461,-4.748494,4.700896,meningioma
-30.51753,15.221143,-7.217477,4.9177227,meningioma
-29.370232,18.673557,-10.958184,5.1594114,meningioma
-29.986551,20.954966,-15.531086,4.95415,meningioma
-28.806936,25.626894,-21.366241,4.4030347,meningioma
-31.946178,24.10544,-23.8664,3.093323,meningioma
-29.472382,11.419862,-5.7149405,-2.5707333,meningioma
-28.292921,12.408308,-6.5247245,-1.9632934,meningioma
-27.607203,13.717759,-8.09371,-1.5266588,meningioma
-2.7846944,47.085655,-15.795943,-10.891696,meningioma
48.335327,-1.5827974,4.4035087,-3.7823339,meningioma
105.971596,26.598698,-3.995641,-12.142853,meningioma
83.78305,12.71996,7.1334805,-9.034411,meningioma
61.892532,17.979315,17.922232,13.750256,meningioma
80.4032,-32.004868,-33.256935,10.430724,meningioma
89.11596,-20.546524,-13.369999,-8.474469,meningioma
83.43424,-46.572983,35.25122,16.66344,meningioma
-2.3950205,47.18228,-14.63244,-9.796661,meningioma
53.005386,22.050716,6.5144243,0.090529665,meningioma
114.07445,-15.621322,-33.2546,1.6311308,meningioma
-33.195755,4.769101,-6.42285,8.934729,meningioma
-14.938151,18.014187,-5.713281,16.082716,meningioma
-24.066034,9.843616,-4.750557,12.399061,meningioma
-14.341386,-9.033992,13.694764,11.405126,meningioma
-19.19462,-12.216447,12.760437,9.455483,meningioma
-11.4480295,-4.1162553,14.2088585,8.3105545,meningioma
-11.038617,-0.8355172,15.057492,8.329274,meningioma
-14.323731,18.016018,-8.505095,22.386889,meningioma
-12.265272,16.803679,-5.6531315,21.9582,meningioma
-23.733402,5.3142114,-1.6481524,16.510582,meningioma
-15.565842,9.147889,2.3188803,17.365252,meningioma
-13.632248,8.627416,5.939847,15.214057,meningioma
-18.392042,11.927076,-1.6749913,13.767451,meningioma
-7.799601,9.949609,10.599116,12.070839,meningioma
-13.345196,14.085746,5.8936315,5.8305326,meningioma
-12.107119,11.860422,7.0295405,7.117103,meningioma
-12.515149,15.240182,2.4425766,6.61633,meningioma
-15.705097,17.687328,-3.3264372,6.8171816,meningioma
-18.509384,18.791624,-7.412869,7.031351,meningioma
-22.973507,17.420258,-10.689173,7.8973246,meningioma
-14.064393,13.599377,-5.116204,23.6224,meningioma
-15.777207,9.409749,-2.7037733,22.870815,meningioma
-17.90907,13.134881,-8.96404,26.753677,meningioma
-18.856628,9.514217,1.9991975,11.987897,meningioma
-14.989518,13.968382,-6.7198977,27.50769,meningioma
-19.416573,15.148894,-4.752433,12.526546,meningioma
-14.678157,17.806473,-2.3542185,12.52641,meningioma
-21.758066,9.472982,0.21871428,9.592705,meningioma
-13.891033,13.156512,2.6581109,10.912343,meningioma
-10.165926,5.7196317,4.0677247,20.390898,meningioma
-22.661327,3.458771,6.257695,11.35006,meningioma
-13.024101,12.159394,7.0073175,12.128065,meningioma
-9.716606,18.035755,5.167146,9.479272,meningioma
-14.324525,19.18992,0.6153472,7.822184,meningioma
-16.58122,13.557763,-1.3239788,13.130171,meningioma
15.164084,-7.607025,15.100646,17.211754,meningioma
13.165026,-12.941336,15.701012,15.016279,meningioma
6.8952584,-16.626701,12.552741,11.593157,meningioma
13.86377,-19.490946,11.178752,11.185409,meningioma
-1.4473634,3.2636313,19.989836,1.1291169,meningioma
-5.035328,0.5477995,18.171331,-0.23155211,meningioma
6.132466,6.4984975,19.431496,1.0861868,meningioma
7.462165,9.279776,18.144392,0.836518,meningioma
-16.023027,20.634903,-2.5977497,-0.3801489,meningioma
-10.422688,19.55071,3.3567786,-2.6605093,meningioma
-19.622156,16.330315,-7.446517,14.286502,meningioma
-12.14448,12.916615,6.331459,-4.7780538,meningioma
-14.091389,7.7874866,6.919948,-6.44567,meningioma
-26.434769,14.687257,-11.054598,8.828179,meningioma
-23.014292,15.4802475,-8.8363285,10.321624,meningioma
-22.208355,12.583446,-4.579964,12.819971,meningioma
-19.31936,13.633118,-2.8467288,12.382493,meningioma
-22.402601,9.426341,-1.362583,11.614128,meningioma
-18.379225,23.96888,-9.44687,6.2305746,meningioma
-12.011482,23.209974,-1.7715808,8.006959,meningioma
-9.964609,18.271652,4.6868954,7.0639877,meningioma
-23.834215,16.08007,-12.941368,12.506035,meningioma
-2.4883118,17.516197,11.557301,6.436444,meningioma
-31.386118,8.78908,-7.957817,5.35088,meningioma
-32.99407,9.9991665,-11.912331,4.055089,meningioma
-36.134895,8.820696,-14.341768,3.226676,meningioma
-39.443726,10.366801,-18.539713,-1.2297425,meningioma
-1.5818313,13.676719,8.74854,21.50329,meningioma
-9.561868,5.546552,9.451676,16.778496,meningioma
-18.335133,13.097064,-6.96425,18.834923,meningioma
-11.89901,14.209631,-3.2829535,20.905203,meningioma
-12.638993,11.09233,0.7325029,17.595898,meningioma
-10.71024,8.107978,4.7756023,-5.0660768,meningioma
-7.9188685,8.680766,5.9514165,19.513979,meningioma
-10.902922,2.6403687,8.586794,16.952866,meningioma
-15.428479,-2.6747665,9.479742,13.368796,meningioma
-11.44026,-2.9227185,12.416475,13.971053,meningioma
-21.1754,0.44210032,0.9948513,19.087135,meningioma
-7.929413,13.207123,0.9829556,22.325848,meningioma
-12.269884,17.644926,-1.2144629,18.674408,meningioma
-8.058078,13.085175,4.0730677,21.0434,meningioma
-6.599092,8.926807,6.4341326,22.316612,meningioma
-10.587401,4.0233226,8.65712,19.927166,meningioma
-14.105833,8.749819,3.5919454,-3.2152505,meningioma
-9.304838,5.3323917,8.291817,20.27547,meningioma
-16.288578,4.7066026,5.386812,16.798819,meningioma
-14.805582,10.301872,3.0058057,18.907722,meningioma
-18.683754,12.875921,-3.625664,18.801502,meningioma
-21.947346,14.34657,-9.199541,18.337858,meningioma
-26.409492,2.2496603,-1.2624977,19.352215,meningioma
-21.809925,4.643889,-0.12140914,20.43683,meningioma
-25.713327,2.9018362,-1.2338438,18.53711,meningioma
-11.939009,13.301249,2.494404,-1.3413273,meningioma
-19.29933,11.665665,-1.7361546,-0.8834148,meningioma
-24.179104,9.240226,-4.2176123,12.116409,meningioma
-17.081734,16.786327,-5.9969687,0.04141775,meningioma
-22.875608,13.248907,-9.494263,3.411669,meningioma
-14.278895,15.766244,-2.1166434,10.421568,meningioma
-17.363863,12.047026,-0.15425758,8.626662,meningioma
-15.2665,13.06812,1.0641332,8.10802,meningioma
-15.327889,11.742076,2.630543,7.5810905,meningioma
-15.582688,18.36673,-5.2649107,15.325748,meningioma
-19.329443,19.017647,-10.956155,14.834741,meningioma
-21.717,20.47351,-15.630966,13.589606,meningioma
-28.658981,16.588259,-16.137936,11.734467,meningioma
0.9225738,-15.106741,8.618458,25.91033,meningioma
-7.2934666,5.4238625,10.905299,-2.335036,meningioma
-9.829661,-0.8469433,11.05159,-2.104733,meningioma
-1.6897023,1.8350768,13.572446,-3.0562446,meningioma
-0.46771815,0.8439516,14.172713,-3.973353,meningioma
-2.5648868,5.9705787,11.847468,-5.773424,meningioma
-15.983438,5.6125317,8.288837,-3.6809561,meningioma
-16.20294,11.764458,4.448417,-2.095959,meningioma
-4.2273273,4.379484,14.030601,4.7673254,meningioma
-12.746497,7.8615365,6.582344,3.9878614,meningioma
-23.19422,9.761015,-2.18265,-3.4964342,meningioma
10.921492,-10.267735,9.490774,28.073204,meningioma
-24.5949,7.7004704,-0.41805422,-5.051062,meningioma
-23.521276,7.5086923,0.8421531,-6.1527195,meningioma
-17.862244,10.891076,1.4576551,-6.8339753,meningioma
-16.637457,9.959266,2.0342999,-7.1861777,meningioma
-19.377308,16.732038,-4.6671004,4.4424644,meningioma
-4.5910783,5.81306,8.797384,-6.943679,meningioma
-6.1421003,8.330801,6.687471,-6.0530176,meningioma
-10.578316,8.203025,7.1967945,-3.756559,meningioma
-20.59595,4.6836047,3.17211,0.070536144,meningioma
-16.609522,15.622807,-5.12042,12.771441,meningioma
7.2410793,-15.391576,10.922145,24.574907,meningioma
-6.313076,15.734647,5.314469,9.113198,meningioma
-3.5747511,7.4675164,12.005872,5.1015368,meningioma
-7.6797056,-0.52609813,11.90867,-0.33339515,meningioma
-6.795989,-3.899203,11.820597,-0.2532024,meningioma
-4.4257545,-3.9932191,11.680547,-1.4556111,meningioma
11.633508,-22.049543,-5.460906,-8.621475,meningioma
-2.7465065,-1.2068142,5.687935,-10.106598,meningioma
-0.4889104,-5.7513905,6.8119335,-10.704707,meningioma
22.025984,3.4225836,4.9840026,17.49441,meningioma
15.135038,-3.6536198,2.6655388,13.948355,meningioma
-5.4825077,-19.776342,8.832436,19.76964,meningioma
12.0266695,-10.404189,0.44995275,12.364811,meningioma
-20.006258,-13.154666,4.870147,21.611778,meningioma
-20.323694,-10.824634,4.6381297,21.184793,meningioma
-20.805254,-9.671882,4.909615,21.764376,meningioma
-18.849945,-4.168038,1.4264479,22.066261,meningioma
8.77063,9.865379,12.155645,15.195409,meningioma
7.658323,3.8423529,13.452077,14.3032,meningioma
-6.518156,-15.729431,4.2993226,2.8066292,meningioma
-4.527346,-16.180656,6.046219,2.9427085,meningioma
-4.901253,-14.103944,6.356711,2.3708494,meningioma
-32.105835,9.451895,-9.644294,9.379438,meningioma
-8.533203,-13.371698,5.6249437,3.555095,meningioma
2.3235126,-1.5194776,4.6001053,-6.100558,meningioma
1.4057982,-9.407364,5.447034,-6.965373,meningioma
-4.2138624,-12.00089,4.1723437,-7.3358793,meningioma
-5.2878757,-9.38137,4.1492624,-7.3690023,meningioma
-8.037803,-8.041233,3.1165793,-6.210453,meningioma
-10.965597,-5.072564,2.9016392,-8.229296,meningioma
11.201918,0.86655,7.7285223,29.241285,meningioma
11.835989,-2.901924,13.946,25.274769,meningioma
-21.993814,21.650915,-12.536827,7.1538177,meningioma
-28.028673,10.698915,-8.6484785,12.399025,meningioma
-29.286022,17.15377,-15.736409,5.572262,meningioma
-18.018082,21.547483,-9.324945,7.813714,meningioma
-15.82532,20.708704,-10.110901,0.0076838443,meningioma
-21.135622,20.53216,-16.493208,1.8096467,meningioma
-17.52292,16.68055,-8.9928665,12.440786,meningioma
-10.387367,18.729324,-2.8053482,11.460569,meningioma
-5.9781046,17.519766,1.6060232,13.033198,meningioma
-6.9431667,11.50148,5.634067,12.086234,meningioma
-19.799541,-0.41739795,6.9510784,7.159857,meningioma
-20.930029,4.1282363,2.9715126,10.075023,meningioma
-17.86284,17.691021,-8.265109,16.135235,meningioma
-9.975784,10.219887,6.1767945,10.750749,meningioma
-7.066177,8.988284,8.9544735,9.844507,meningioma
-13.335956,2.4328012,10.004459,8.171547,meningioma
-14.607447,2.5018516,9.1928005,7.840152,meningioma
-14.528005,5.594628,7.943009,7.561687,meningioma
