feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,class
-25.001343,5.7473116,12.769157,-0.71917886,17.372244,-7.187402,-2.024234,-4.6396365,2.2803757,0.33863688,meningioma
-41.911694,12.378463,-19.138987,-2.020258,-15.059096,0.31354353,-4.6223674,5.1693387,4.1942253,3.3059719,meningioma
-25.264107,2.9766512,-1.0014194,22.71521,4.4635477,11.419538,6.601762,0.6734391,5.2018833,-5.4945974,meningioma
-31.015451,-0.7543296,-0.5363539,19.33319,3.0601797,11.87403,6.7701793,-0.14772882,2.3168995,-5.4734683,meningioma
-30.482132,1.5994318,-0.36674437,17.156094,3.230433,12.062944,7.340433,-0.6555166,2.866001,-5.1893373,meningioma
-23.957409,9.000771,-1.4405732,16.662054,3.6007254,12.178397,6.217116,0.43807343,3.4661095,-6.3004794,meningioma
-29.12577,8.170974,-3.7266817,12.630033,3.4956644,10.201571,4.8859816,-1.8390194,3.3564243,-4.397891,meningioma
-12.499455,13.692588,6.391867,0.6458653,4.6324973,-1.0933613,13.340223,0.6490715,-2.3715792,-1.625867,meningioma
-11.8667755,9.659313,9.747922,2.7358634,5.559383,0.9548367,17.726551,-0.5154254,0.15650204,-1.5470759,meningioma
-20.065634,3.4139216,9.623596,1.6992457,4.7497096,1.3835192,17.76186,-0.5522089,-1.2366228,-0.737844,meningioma
-19.00475,5.201322,10.42712,-0.33582452,3.2778616,1.7055386,19.90144,-0.13752797,-3.2095459,-1.0958389,meningioma
-40.49539,13.902339,-21.789421,-3.032342,-25.207598,1.4429052,-1.5362414,12.450406,0.023237513,-1.588267,meningioma
-19.869843,8.020761,7.681994,-3.4863431,2.4909444,-0.56951946,17.711517,-1.8255888,-6.7063756,-1.2835447,meningioma
-24.95929,1.8846452,1.9633696,18.44582,11.877466,8.0760355,-2.4294858,-0.23491125,3.5278857,1.6731763,meningioma
-18.88344,3.3304226,5.1073203,20.95237,12.99854,8.298717,-1.47362,1.385389,4.022984,1.1648426,meningioma
-21.14738,0.97905284,5.945166,19.158,10.507395,9.028615,-1.0259821,3.4565039,3.0934567,-0.39595532,meningioma
-15.687972,17.564592,-5.9896336,17.025661,3.884044,17.045652,11.35278,-7.228634,3.06512,2.5045967,meningioma
-23.103529,23.509962,-15.802314,9.00805,-9.771592,3.8825912,-1.8591995,6.934417,8.473008,5.5403824,meningioma
-14.6818695,29.122643,-14.197291,11.291381,-5.7273345,5.377276,-1.582059,4.759261,10.136068,7.0280385,meningioma
-23.674227,11.220614,-7.5903997,18.552864,1.8008788,10.981803,1.2281822,-0.8132542,4.035536,5.808936,meningioma
-23.703964,8.915608,-3.6128027,17.600794,7.0917263,10.586799,0.9879607,-3.6588864,1.8199743,4.7151914,meningioma
-24.335598,6.8595347,-1.1731563,16.335814,10.8037405,8.57792,2.0357296,-6.808161,-1.8758106,2.4507053,meningioma
-41.481976,12.463793,-16.853106,-1.3427505,-5.9516277,-0.23820764,-7.7037725,-1.2318823,5.3969746,4.0741353,meningioma
-17.534744,9.1077585,2.1059313,17.400444,14.391894,6.7241335,2.2854712,-7.4915924,-6.7386017,1.0499902,meningioma
10.029863,-6.972124,26.509838,6.06773,-1.2025934,-3.471705,8.888978,15.901331,-13.408114,2.9688642,meningioma
14.151233,-9.209876,27.438337,3.5666385,-7.1980457,1.4960306,8.184742,17.040709,-9.76699,4.666255,meningioma
6.764695,-13.582577,22.576904,0.6487657,-10.321504,6.3317776,4.5749154,12.666529,-6.794427,5.571173,meningioma
5.719749,-14.558319,17.376192,-2.163254,-12.523592,9.219622,0.7903584,8.920174,-4.1321225,5.872874,meningioma
-0.0063551627,-16.881933,13.395206,-5.0474963,-12.671111,9.661477,-1.8243157,4.7907863,-1.0875977,5.6875625,meningioma
-20.996073,-23.518976,8.409494,-4.810365,-9.038302,9.800178,0.26260686,1.2094656,0.94728804,3.3063488,meningioma
-7.8822355,11.210045,3.0038037,15.041513,2.489766,8.527882,17.91589,-5.74633,-7.61977,6.413999,meningioma
-9.122502,12.5635195,6.4327545,6.570355,6.2797923,4.215056,25.624697,-12.758336,-13.778827,2.8344576,meningioma
-3.491924,-15.865288,8.384229,-8.114136,1.4193622,17.780743,0.35741094,1.5576936,-2.1188006,-0.3526243,meningioma
-29.820833,16.813826,-7.14006,1.8616495,5.820112,-1.7062562,-8.887601,-2.7260563,6.8943386,6.7013345,meningioma
2.4737527,-15.792863,8.019062,-10.560465,1.3797911,18.173223,-2.3345225,1.4067432,-2.7566175,-0.23316453,meningioma
-2.6752305,-17.408396,5.8432174,-12.594291,1.1709203,14.012186,-5.8203197,1.7909309,-3.2740202,0.8363312,meningioma
-7.6878505,-19.278664,3.7237072,-12.968167,-0.14401874,12.636067,-6.3086386,3.1826587,-4.000767,1.1750832,meningioma
-1.9709121,-17.88825,3.107391,-12.005237,1.25693,12.86826,-5.5516834,1.8064171,-3.5181756,0.92637044,meningioma
2.1398792,-19.051352,1.9526124,-11.735355,-0.022934474,13.019756,-3.817379,1.9413881,-3.1489487,0.67791176,meningioma
-3.0394058,-22.574219,1.1465262,-10.90847,1.4069912,12.002303,-4.211728,1.7453498,-2.633249,1.0052512,meningioma
-3.4415014,-10.444536,11.752914,10.823008,-1.0115472,-4.8713484,4.174464,-0.6946496,-5.4324837,5.912125,meningioma
-10.387096,-13.026216,11.59624,8.730817,-1.8716525,-2.2322812,5.368225,-3.209351,-5.3033557,5.7858496,meningioma
-1.9412911,-10.627056,17.12367,13.010978,-0.16883434,-5.1086583,5.889508,5.610944,-11.802232,11.990335,meningioma
-12.750328,-13.312678,15.082038,9.097007,-1.2369752,-1.7334554,7.9491367,4.2052493,-9.937126,9.796516,meningioma
-31.33289,18.687263,-12.308179,1.6294559,1.1595576,-1.6156443,-9.360934,-2.1736598,7.24851,7.3435655,meningioma
-5.029335,-9.799094,17.896292,9.49175,-3.1350389,0.47592393,9.826414,5.5239825,-9.858253,10.824448,meningioma
-2.6586168,-8.950095,19.338684,9.421615,-0.047599312,-0.8487889,4.45901,5.366586,-10.820049,12.341805,meningioma
-8.703404,-11.360523,12.755318,8.229138,-3.8329568,-0.5707756,7.0899825,-1.6755136,-5.115513,4.753214,meningioma
-12.210821,-11.7586155,13.56014,7.810182,-0.5862023,-0.5433235,1.8549016,-0.31692868,-4.3114934,5.15705,meningioma
-0.07078898,29.253698,-6.757851,22.984879,7.0699563,14.01136,-1.2354513,-4.4599047,8.938778,-1.7085066,meningioma
-6.781368,20.805784,-2.055468,21.783539,11.029868,11.322283,-0.19942106,-7.25876,4.5762753,-3.3514028,meningioma
-8.46031,13.482995,1.1150225,22.117012,11.510078,9.20343,-2.4302244,-8.498687,-2.6536481,-5.3063583,meningioma
4.653424,14.928597,5.0614476,26.62249,13.931933,6.0255227,-2.8064506,-10.231718,-8.543466,-7.062373,meningioma
5.466945,12.950153,8.525889,25.127087,14.730799,2.730221,-1.5676765,-10.131179,-9.410945,-8.367095,meningioma
-19.6298,-1.5551481,7.2990775,16.793236,11.322571,2.8065727,0.9409845,-8.47112,-8.663296,-6.076651,meningioma
-37.131348,15.699588,-16.268467,0.3368044,-5.2821956,-1.0588871,-8.480725,-0.15485956,6.0306764,6.7468104,meningioma
-25.35285,5.1403613,0.64857215,15.520875,11.455302,7.4973655,-0.58383185,-3.5283675,1.1454338,3.4765408,meningioma
-14.865592,11.511128,2.0221484,18.25247,15.340033,7.205652,-1.155902,-6.0634627,-0.81313384,3.36408,meningioma
-20.144316,7.3231874,2.7832623,16.410343,15.273544,6.1337733,-1.0821506,-6.606758,-0.5312804,2.7211876,meningioma
-11.531764,15.584412,1.0720061,18.29133,14.887419,7.7488546,0.55980647,-9.109654,-1.4795362,3.0985208,meningioma
-13.943202,16.300589,-2.7990282,16.743029,11.69087,8.027431,-0.2355589,-9.12735,-2.113879,6.5205956,meningioma
-16.643791,18.972298,-5.776006,14.647376,8.313669,7.653601,0.015019106,-7.5842595,3.7068605,7.66468,meningioma
-9.616994,9.474543,0.8692587,27.36736,8.166589,10.915566,-2.1671076,-5.3036456,2.0221848,2.3365839,meningioma
-9.2871065,9.745245,0.05563698,26.6754,5.7500505,10.164928,-3.5651813,-3.53864,3.3536685,4.6524987,meningioma
-16.903059,8.445507,8.249296,-5.629869,5.3771234,-3.26794,10.70558,-1.8743289,-3.3440254,0.8200788,meningioma
-23.65212,0.91403687,9.7940035,-4.4213324,5.078457,-1.3539515,9.91605,0.4321633,-1.2502894,0.21349782,meningioma
-31.88302,24.109003,-23.827784,-0.15143555,-17.741241,0.12112076,-7.877136,7.6008353,3.5276213,4.804384,meningioma
-16.14318,3.853744,10.113918,-5.5404806,0.57700396,-0.18965329,12.076247,2.0677764,-5.2216687,0.74059564,meningioma
9.557536,16.490986,16.11024,9.091104,10.980399,-3.2893856,12.686336,-2.3960602,-12.143938,-0.6346699,meningioma
12.211548,12.4651165,19.83018,8.261116,10.157585,-2.4358335,14.522389,-1.3841743,-11.765464,-0.0035626383,meningioma
-9.138984,-2.347093,18.07692,3.1382713,7.3781424,-2.4414818,13.13637,-0.10300216,-6.70949,-0.1333917,meningioma
5.710878,2.2636065,22.468102,2.2349207,5.9921846,-3.4055223,16.265783,1.7253674,-10.218004,0.20566696,meningioma
-3.4612398,4.5293183,-2.8932762,33.988014,-2.0591877,15.01876,-4.394754,0.9862739,-1.8651319,10.935574,meningioma
10.84567,5.3659577,-0.25380418,35.734474,2.337698,9.642401,-7.697417,-5.7905602,-9.725849,8.739197,meningioma
-27.895752,17.19352,-10.50975,-0.6242506,-0.34243166,-4.3411355,-18.710209,0.917369,3.6125402,3.5240772,meningioma
-32.030663,16.112736,-13.184663,-0.21186014,-3.208792,-4.1461744,-17.142319,2.0346136,3.8714857,4.722978,meningioma
-33.518597,18.199253,-17.28357,0.028341433,-8.776388,-3.8078585,-13.979314,5.4779263,4.7387614,5.007605,meningioma
-36.159977,20.54953,-25.013115,-1.4965358,-25.807623,1.9123671,-5.5155897,14.952194,-0.800717,0.4267961,meningioma
-30.183083,24.43323,-23.207598,0.19628231,-18.450819,-2.481573,-9.972905,10.852757,4.221084,2.833884,meningioma
-28.212463,20.252443,-9.445059,0.2268306,11.44154,-4.0258503,-11.986725,-13.796755,2.6336415,3.2079103,meningioma
-24.041994,22.775875,-7.426571,0.30517158,15.296362,-4.367891,-12.249046,-16.250877,1.3793199,1.8947159,meningioma
-27.305069,19.112316,-5.5581713,-0.167163,16.411186,-4.6943207,-9.356994,-17.559246,-0.89056754,0.031819217,meningioma
-26.675379,19.32747,-4.780407,-0.12148238,16.331915,-5.4508796,-8.725221,-18.036999,-1.5933539,-0.42928353,meningioma
-38.829468,12.914855,-20.200684,-5.705973,-24.43577,4.6213527,-1.1372157,11.975838,-5.531324,-5.48716,meningioma
-21.534815,1.5638293,0.32823277,-19.258213,0.38016102,1.6836067,-4.269626,-4.1350374,0.77265674,-4.453749,meningioma
-24.395447,-0.30305845,5.0038466,-16.412777,4.10319,-1.8411186,-4.972771,-2.818605,0.49659705,-5.2144194,meningioma
-18.416828,0.6218212,12.614849,-18.909239,5.625928,-6.085267,-3.1357758,-2.2074914,-2.3487403,-6.8369107,meningioma
-25.01292,-1.3480408,11.541043,-11.543857,3.1187654,-4.154675,-9.619257,7.238409,1.0852536,-4.58285,meningioma
51.375965,-24.569035,-24.328453,-1.6866934,10.910058,-11.793816,-1.44788,12.494418,-3.116662,-21.549479,meningioma
57.252865,19.087297,6.2988477,0.21630165,-12.859616,14.777665,-7.175708,-20.866718,0.16557181,1.7250462,meningioma
46.691914,-33.036064,-27.078938,30.638433,25.30681,2.574057,11.578008,29.341797,-6.9503384,24.158356,meningioma
120.08354,-14.498726,-32.5457,6.699198,19.02408,-7.4256296,-7.6290045,19.67708,-1.670914,12.262163,meningioma
28.131817,-1.4258816,3.0643027,0.49180228,-0.10268658,0.77744454,7.0188746,-1.7117635,-1.5605766,-2.36018,meningioma
103.74968,-10.876706,-19.126139,-8.918828,8.749499,-7.7749734,8.315622,-6.122972,-2.663628,7.096262,meningioma
70.78561,-17.176863,-4.30837,15.953079,-9.8845625,9.787028,-10.153165,-8.1914835,-5.556123,-9.009636,meningioma
85.85451,-56.269127,4.3122764,-5.204082,-24.798916,42.83228,2.1249201,-18.721294,35.55676,-5.065908,meningioma
75.22313,-24.516905,-12.818297,52.73657,-21.615196,-29.676256,-10.652127,-8.999961,-3.0039365,3.7086217,meningioma
23.761555,31.329494,10.694428,6.3741302,-0.5266223,9.866346,1.229251,4.8112245,12.465437,-5.4593935,meningioma
93.58169,-50.535503,-19.60014,1.2468345,26.726889,-11.651768,10.189256,10.357491,-10.886317,28.002508,meningioma
51.822422,25.07414,3.0274005,20.135029,-9.584593,23.959717,31.08975,-1.7248423,-17.037085,33.067127,meningioma
33.605705,13.512876,-4.4390335,11.256573,-10.195544,1.242636,7.3096504,-8.051986,-10.057586,4.1151695,meningioma
-26.319813,8.761412,1.6139954,-0.005766832,5.2440977,7.1978793,13.115516,-2.4271271,8.516006,-0.4805334,meningioma
55.394608,-28.355019,-1.5192945,-6.743489,-17.267408,-2.4904275,1.0287675,-28.024767,2.935103,-3.6341338,meningioma
84.83409,16.987297,8.673838,4.8012366,0.4908241,17.539902,-18.519955,-20.922987,12.608345,8.6018305,meningioma
79.29087,-21.891884,-50.30689,-1.2896287,30.674187,-14.690057,26.260658,43.734554,-21.49897,-4.960332,meningioma
44.283108,-13.585726,-29.697079,0.5802232,0.22243324,-11.764796,20.102898,10.270906,-5.9000654,2.964468,meningioma
-15.048125,-22.960524,-4.7666783,-2.0433605,-0.99993354,-4.142442,-5.736839,-5.531532,10.891764,-3.1196208,meningioma
70.08968,-36.417225,-5.6641717,17.925186,-0.9257314,17.930452,4.466349,-9.325135,3.6061125,-9.208353,meningioma
41.66945,-4.9762015,3.4771638,14.3223295,-3.6719172,8.719127,6.3782654,5.9757204,-5.3852606,-2.192384,meningioma
47.069363,-33.45798,-17.929329,-24.805183,17.78559,4.985841,8.819,-0.21263993,0.30836132,-2.638265,meningioma
33.49121,-38.909485,-29.343452,-2.2161157,24.506908,0.91382235,13.223314,20.279737,-10.901439,5.738708,meningioma
-27.330004,-34.712833,1.4030063,-0.65413773,0.8304113,2.0162086,-0.7388857,-6.3764143,7.2371345,8.468525,meningioma
5.2647142,3.0898187,12.103738,2.824898,7.0564237,2.8466694,0.18431683,-1.4658595,-7.211984,-8.822194,meningioma
80.45173,-17.476566,-15.543037,27.07436,1.065136,14.620572,19.367826,-0.9564968,-8.394169,-4.2316923,meningioma
53.139088,-25.762098,-25.02785,17.909578,-3.0233278,-4.364444,13.051722,-2.212511,5.208874,0.052903622,meningioma
87.275665,-32.17155,-51.774536,17.58806,22.736166,-22.53607,16.370647,38.69156,-2.282462,-15.871204,meningioma
73.53486,-27.148823,-32.53813,13.92027,0.6939069,-21.635695,15.591677,8.286597,9.336905,-4.2588563,meningioma
44.530403,-30.153109,-3.6460214,11.925574,-2.7324595,6.5656714,7.142179,5.838937,-6.9638996,25.036455,meningioma
51.421406,-24.588804,-24.373222,-1.6540084,10.973411,-11.818908,-1.4191347,12.605974,-3.109574,-21.618662,meningioma
9.229427,-14.115431,-3.218223,5.3712816,-3.4092708,-1.392397,5.2637696,5.3555336,-4.488208,19.963696,meningioma
28.108442,3.292754,12.459021,-12.606529,-3.7075424,8.843919,0.26493323,-14.876524,-4.4278064,0.03715566,meningioma
34.343033,-17.5323,-3.8183992,14.942823,-9.163496,-0.9365006,-12.805988,-12.639441,0.22973838,5.100954,meningioma
9.61748,0.6660558,-4.093846,5.6537876,-21.876528,11.020614,-1.4943066,-1.6848983,12.99363,-7.05783,meningioma
12.453155,-18.92245,-15.873336,-8.992462,6.5931478,-22.361994,-24.888613,10.319972,11.575689,19.630295,meningioma
57.252865,19.087297,6.2988477,0.21630165,-12.859616,14.777665,-7.175708,-20.866718,0.16557181,1.7250462,meningioma
8.122118,63.78839,-24.11782,1.4537042,-3.6878612,0.5969516,-11.907466,-5.405932,4.222438,3.6674063,meningioma
12.920907,51.810997,-11.328165,-17.62237,-10.463559,-2.185576,-2.2505853,-1.8642818,-10.13001,-8.5668955,meningioma
44.836815,0.3052953,18.372091,-8.423447,4.48856,-25.093077,-30.576332,-19.158056,5.533035,20.34645,meningioma
60.171505,1.18689,18.276093,8.413363,5.0960336,-22.463526,-28.02793,-12.175348,21.383986,13.41579,meningioma
88.366295,24.56621,2.1165118,-6.7316732,-9.968113,-7.007171,-0.80071634,-21.958546,13.681945,-12.419438,meningioma
91.23136,-31.707233,-17.126837,1.0016822,-3.106856,12.470822,22.060112,-33.368893,24.778648,-3.6281161,meningioma
80.80611,-35.290096,-34.609386,13.16854,12.585532,8.39765,18.060421,8.952926,-4.551055,-2.1653292,meningioma
31.031794,24.431479,13.245127,9.801003,-3.92489,11.482914,-4.9755726,-1.3713145,8.786378,-2.6061752,meningioma
75.0984,-23.62804,-12.247527,50.22936,-21.363249,-28.24814,-13.237182,-9.743781,-0.7737688,3.7595894,meningioma
70.173676,-25.37358,-15.984319,23.938816,-19.085825,-21.396656,29.19807,-19.79242,-6.8135896,-3.6849973,meningioma
70.25115,-1.6377319,-7.1970763,-1.6220012,-3.587457,-0.39087266,13.143369,-17.969353,-7.564337,17.046589,meningioma
14.426883,-27.131699,3.644413,35.573612,-4.5011473,-10.186165,2.8167965,-7.7781324,-2.02304,1.1560768,meningioma
72.262314,-32.34457,-11.882969,0.5014577,-6.8429894,-9.50301,-6.505115,-2.475536,14.12799,4.759005,meningioma
100.57088,-30.8695,-6.8052197,24.606146,-31.320263,-40.11156,-7.544063,-6.0910463,10.841424,3.7262037,meningioma
59.377956,-26.255087,-17.752161,-13.338057,13.649417,-11.578177,18.017199,5.927041,0.5992055,18.543205,meningioma
-29.301447,14.993316,-3.8659782,-6.355742,9.4857645,-6.8360286,-7.8723087,-10.090065,-7.137007,2.3904817,meningioma
60.157555,-21.420658,-5.394233,-8.145881,3.251065,0.728078,23.054495,-19.585917,-6.996373,-0.88057023,meningioma
10.241931,0.770878,1.384605,0.08403508,-0.1016707,12.4138975,7.9482656,-9.71126,-15.880305,-2.6984117,meningioma
62.205757,-33.532597,-33.4789,-16.20908,20.241093,-8.146692,14.969276,7.707529,-4.1218696,-6.216978,meningioma
-3.156116,-15.684799,-6.241241,5.668763,-3.0760574,-4.2966614,2.6929493,-12.523232,-4.439171,-2.6458468,meningioma
-5.0735736,-15.563564,-5.5675,20.8682,-2.243635,-3.7534106,-0.73391837,1.4462023,-7.0914917,8.801723,meningioma
69.95121,-25.182487,-15.413271,24.059195,-19.650587,-21.311348,28.948729,-19.91696,-7.094517,-3.8726745,meningioma
71.95391,-3.5467339,-8.354654,-3.010232,-1.7029089,0.76918167,12.171304,-19.457727,-5.540053,13.829512,meningioma
46.54629,-43.484444,-9.649932,30.262905,4.2805963,9.334546,33.692547,-8.0599,-7.3773303,0.2371856,meningioma
74.20061,-40.32717,-12.303201,7.4201756,15.362896,-5.546616,10.711656,2.1767218,-12.140784,11.897221,meningioma
-13.555777,-0.47800168,4.109514,-8.824302,-6.337478,7.60326,5.167972,5.3351054,0.3941622,17.811712,meningioma
-29.301447,14.993316,-3.8659782,-6.355742,9.4857645,-6.8360286,-7.8723087,-10.090065,-7.137007,2.3904817,meningioma
43.174202,-33.271362,-16.113966,3.3284156,5.9877625,-2.8206346,7.9128685,9.264624,-0.75721735,11.649109,meningioma
51.470005,11.341518,13.136853,19.52733,1.4047341,9.775127,8.375368,0.20564173,-22.26567,-10.5105295,meningioma
49.5753,-6.6593738,-0.5579898,17.908434,-1.8721775,14.392545,-8.024381,-14.327347,5.273453,2.9017735,meningioma
40.07053,-14.795889,3.5448434,16.681183,-9.710559,-15.10986,3.1333537,6.471218,-4.5652733,12.569457,meningioma
32.00057,-1.3755549,9.338854,-4.7874055,-14.595535,-14.957353,-6.2167706,-13.512246,1.2690796,-1.253882,meningioma
15.803697,-15.725246,8.759875,-35.30339,-16.384632,9.469218,-2.575269,-8.04591,-10.774317,-2.4931154,meningioma
5.4928727,-10.817205,7.6454477,-9.218574,1.0879774,2.6047893,9.789289,-4.2619777,-2.9749928,-6.3703465,meningioma
33.601753,13.509562,-4.4195557,11.250897,-10.179349,1.2545592,7.3203855,-8.068746,-10.051353,4.1111503,meningioma
144.75569,-22.06927,-27.209482,10.94344,-0.8925847,-32.289444,-5.990699,9.499693,-19.33964,-25.574778,meningioma
-27.459454,17.05926,-4.8573456,-5.3734446,8.91597,-6.5788016,-9.180254,-9.224746,-6.163095,2.6872337,meningioma
64.35369,-32.243233,-23.834717,6.649752,12.979694,-20.949955,4.072865,8.393541,1.1022191,-10.495987,meningioma
58.910217,-17.320051,18.161213,3.620454,-2.0166585,28.886879,-5.863521,-5.704354,10.618009,-16.196941,meningioma
64.35369,-32.243233,-23.834717,6.649752,12.979694,-20.949955,4.072865,8.393541,1.1022191,-10.495987,meningioma
95.68853,-17.77378,-21.822723,4.4053655,-1.5448397,13.023409,4.9927197,-3.4837909,6.0666785,-8.13522,meningioma
18.365374,0.05694518,3.0185947,18.985174,-0.026446683,8.222381,13.128664,-4.172324,-8.324964,24.95307,meningioma
33.734367,-16.60105,-2.2702694,15.07302,-8.265289,0.91174746,-13.188826,-11.75435,-1.7379175,6.2823234,meningioma
33.31169,-1.2885845,8.519334,-3.775509,-3.6921058,7.6479797,1.9135847,-20.44371,-5.009897,1.6930879,meningioma
58.3108,3.0601516,19.698956,-8.505731,-2.802494,-28.622042,-23.68175,-17.791643,17.12052,-6.595311,meningioma
34.038612,0.48223957,-5.5242305,3.8083892,-1.1507109,3.5652208,1.6022233,2.1900115,3.9571183,13.321962,meningioma
25.238632,-23.34442,0.7415872,3.1058967,-19.568518,-7.1266594,4.300342,-11.796742,5.1854324,1.1304742,meningioma
10.48511,42.148167,-23.81827,4.065464,-23.440107,-3.429529,-10.360402,11.913534,-1.2497518,5.160806,meningioma
64.325584,-18.781082,-21.40103,17.009539,5.9703207,-18.448387,2.4249542,7.555741,-8.139027,18.47522,meningioma
78.78396,-23.276571,-54.952873,-0.64100057,31.531948,-16.373909,20.946903,42.776524,-33.793293,-4.9083295,meningioma
85.78173,-25.68678,-54.420403,7.5733185,28.154034,-26.048023,17.632788,21.486677,-4.3219647,-9.886791,meningioma
33.65495,-38.069214,-13.171634,27.810051,-14.672226,-8.491229,6.717355,-12.059229,-5.016515,3.1097345,meningioma
9.764165,-43.90488,-19.202518,7.150592,-2.9006016,-5.860039,25.636356,-7.8838677,-1.0442661,-7.8286147,meningioma
18.417728,-16.790697,-15.781738,-2.6285455,9.174164,-3.7993352,11.022057,15.75816,3.5846052,7.656865,meningioma
95.59932,-13.9226465,-39.46721,5.764785,-1.2491375,12.198865,11.627324,-3.436665,-8.656961,-5.0931807,meningioma
110.73375,12.170511,-28.047535,-4.4018645,3.0274222,0.3872198,-8.820736,9.881465,-5.579619,-26.380762,meningioma
61.550484,-9.954306,-21.6182,-8.4385195,7.9060082,19.439383,-10.132309,-14.297345,8.213825,4.5982556,meningioma
-23.081081,3.686719,10.239005,-15.464208,12.891654,-8.751199,-1.292243,-11.046677,-5.6606646,-2.0717268,meningioma
8.614167,63.62584,-23.479275,1.5212271,-3.2319791,0.41395903,-11.900098,-5.6082425,4.160013,3.486357,meningioma
-41.94884,10.541737,-10.975265,-0.7935932,6.9452386,-1.3655818,-6.0878015,-12.232498,3.7123744,4.100914,meningioma
33.580147,13.533094,-4.457887,11.295321,-10.21612,1.3133847,7.308412,-8.105667,-10.04654,4.096732,meningioma
28.145222,-1.2754357,2.1754098,-0.48867083,-0.3333078,0.6150885,5.844613,-2.3013132,-2.2656887,-1.8212627,meningioma
42.96103,-32.625187,-25.376879,7.9051046,10.9229765,0.71385276,18.327557,2.8261416,-0.9018836,-2.9458232,meningioma
117.23267,-16.566057,-33.56405,0.33986717,21.265062,-12.521292,-9.693954,21.018984,-3.936917,15.936747,meningioma
29.607292,26.13511,-3.8816566,-6.408191,-9.185228,-8.14025,-17.756935,-6.7700725,11.704908,2.124141,meningioma
58.646946,-20.146967,-2.963826,-2.262066,-22.090618,25.888138,-4.424025,-22.047373,11.953631,14.008206,meningioma
25.299393,29.453104,-0.8734228,-6.731075,-24.540985,-6.468782,-15.606096,-2.0280201,10.286093,2.9656894,meningioma
-47.413784,12.852151,-21.49321,-3.9666457,-24.185999,1.0536613,0.1533479,10.609202,1.3520567,0.39130735,meningioma
-22.222517,6.6935825,8.599535,-12.626369,12.020014,-8.87325,-3.8818622,-7.790748,-4.230178,-1.2047212,meningioma
51.375965,-24.569035,-24.328453,-1.6866934,10.910058,-11.793816,-1.44788,12.494418,-3.116662,-21.549479,meningioma
85.88385,-55.38059,40.647144,16.99361,3.1469257,-14.284028,7.270009,-22.434498,-11.434685,-2.1815004,meningioma
56.670586,40.801937,16.937342,-17.672457,-24.969479,-19.546478,-23.92818,9.500509,-3.6710904,-7.7764096,meningioma
-19.909344,8.429746,8.932188,-12.090758,12.156821,-8.78598,-4.120777,-7.278086,-3.5119555,-1.4563487,meningioma
-47.780613,0.5869392,-5.2928066,3.0069711,-1.5246484,-2.233213,0.08832472,0.109294534,11.4639845,-1.4921036,meningioma
-47.467926,3.1461682,-8.648598,2.8472872,-2.6267302,-2.4516006,-0.8693215,-3.5732238,10.208496,-0.2586798,meningioma
-55.87473,-2.7509081,-11.129018,-0.087460846,-6.2511067,-0.8468791,-0.36885196,-1.4400979,7.180497,0.90097445,meningioma
-48.98289,5.8543024,-16.300194,-0.39137164,-15.543504,1.5410728,-0.34358442,5.2636437,4.7664137,-0.131008,meningioma
-47.686474,7.4704647,-17.491842,-1.3780153,-21.646425,3.8973913,-0.5266955,10.420816,-0.08783352,-2.5403028,meningioma
-37.33362,5.8705153,-3.6787605,-4.5142646,11.381985,-4.385516,-5.2149134,-14.130392,-2.8070278,-0.0565941,meningioma
-38.279266,5.444517,-4.3187375,-3.1954322,10.574479,-4.3368864,-4.4257307,-14.7483425,-2.8905778,-0.15962438,meningioma
84.62111,17.080425,8.560894,4.770808,0.65383166,17.43279,-18.47765,-20.7161,12.421437,8.592129,meningioma
-37.67968,5.869284,-4.6772723,-2.7338412,9.988326,-4.4546833,-4.7942038,-15.291521,-3.6581314,0.13486972,meningioma
-42.60722,7.9528418,-9.246661,0.97253394,-2.9453886,0.95658773,-1.0283747,1.2285464,6.6812425,3.7364028,meningioma
-46.061806,4.613088,-8.7363,0.5952311,-2.980532,0.5611933,-0.8708011,1.8522305,6.954709,3.6253128,meningioma
-37.844364,12.925242,-11.010547,1.6153488,-4.4335723,0.105626225,-1.4669869,2.4725394,8.113657,4.5059905,meningioma
-25.296616,15.655169,1.2630591,5.853006,10.51118,-2.606174,-4.7147,2.3028476,10.918908,1.9101132,meningioma
-22.59718,16.228012,3.913212,6.6628036,11.025704,-2.4050684,-3.3717837,4.4386587,11.708703,1.4171357,meningioma
-42.460133,4.836072,-6.573853,0.7798498,1.217445,-1.3358723,-2.6517653,-1.2743851,3.6902153,3.4294934,meningioma
-28.789707,24.66845,-17.89118,2.048036,-1.518888,-2.8063402,-10.261838,-7.704059,6.15928,6.7450724,meningioma
-24.940586,10.41211,6.4770455,-5.685139,11.736505,-7.289189,3.180125,-9.382338,-0.5491306,3.8145683,meningioma
-26.367327,9.969205,6.2058287,-3.5577252,9.936298,-5.9085746,0.6806946,-2.9765759,1.6552438,3.3877175,meningioma
56.880123,-9.151793,2.2432418,1.2196033,-14.460348,18.2404,-19.499441,-25.032322,5.248352,-4.7648597,meningioma
-26.384542,9.790008,6.049053,-0.74646115,8.711812,-4.4173803,-0.8776138,1.7576419,2.3485024,3.49626,meningioma
