feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class
-28.778202,-1.2692134,4.967462,-8.284566,-2.556623,-2.0273144,8.512207,-1.8232099,-2.3588808,glioma
-26.117277,3.246912,4.4179335,-5.640853,-2.0152462,-1.1851181,12.193913,-0.10524637,-3.5661016,glioma
-17.604797,2.0986784,13.912869,-0.46740678,7.468795,-5.549852,2.360828,-2.7977915,-3.8363037,glioma
-9.446242,2.6890056,18.63983,-1.3144808,5.8861775,-4.185279,5.8748827,-5.29788,-2.9379168,glioma
-12.565178,-0.7022778,15.570552,-4.6742806,1.3650523,-2.4105065,3.7168894,-5.984771,-3.4691305,glioma
-15.130724,-6.38825,15.937499,-4.8742394,1.2189758,0.602189,4.396326,-4.781928,0.13462932,glioma
-34.30688,-17.707151,9.741168,-5.801016,0.016507706,3.0988646,4.74697,-1.0443505,1.2630653,glioma
-30.203814,10.42074,-3.3790114,4.7545156,11.592388,0.06303857,-4.869071,4.20227,8.415731,glioma
-24.71825,7.076059,5.365169,3.8820362,16.315456,-0.843216,-4.1059113,5.0726175,0.6472365,glioma
-22.780659,5.385811,8.810618,2.1321654,14.153389,-2.2163026,-1.170237,3.2084644,-2.28776,glioma
-17.395147,7.634361,11.928643,0.5943376,11.229995,-3.6922624,1.5727919,-0.33189788,-3.110305,glioma
-26.321537,1.6962367,-2.6899667,25.765028,1.9648405,10.123317,1.0817847,-3.4918544,5.300436,glioma
-29.320295,-0.44103673,-1.9448347,23.420755,2.5308514,8.816787,1.0181565,-4.0659156,5.888463,glioma
-30.157969,-2.2656057,-2.4426773,21.955612,1.8527762,8.620131,2.386453,-2.38743,3.7136185,glioma
-24.333023,-0.21233028,-1.2675444,25.099924,2.4722006,10.379208,1.713438,-2.4973922,2.453163,glioma
-30.000853,-2.4799986,0.07556086,20.063162,1.9877206,9.7446,1.364131,-3.5649757,4.0057335,glioma
-27.798183,1.6125741,-1.3666614,20.260233,2.685395,9.831714,1.2298898,-2.54007,4.1787853,glioma
-34.49694,0.53874785,-4.459684,16.332092,1.6172185,8.343632,2.7212772,-1.5894877,4.527726,glioma
-39.993416,-2.363713,-4.7544084,13.710106,1.678783,7.3681436,3.4137285,-0.38542035,6.5221643,glioma
-31.61192,17.19586,-16.504753,5.8650613,-10.1555605,3.5192652,-1.0951499,-4.1195493,8.40998,glioma
-27.00037,19.559212,-13.621612,7.547284,-3.5918977,2.8980477,-1.5317469,-1.4451252,10.983321,glioma
-31.696327,12.773068,-9.568852,7.23715,1.503291,3.499644,-1.7056011,0.86831176,10.250352,glioma
-24.760942,16.723076,-6.9581914,10.037547,7.223499,6.1026382,-3.6111114,2.0005732,9.2768755,glioma
-21.703444,17.609165,-3.9859817,10.944665,11.237498,6.987803,-4.099017,3.3075101,7.99837,glioma
-15.090402,21.435125,-0.49383992,11.776264,15.386874,7.2307863,-3.8457696,4.511017,6.476573,glioma
-16.196789,19.57676,1.4657136,9.437769,14.677715,5.7728214,-2.578295,3.2797565,4.1389093,glioma
-41.423298,2.7693026,-7.988822,1.1870649,3.1979547,3.2638676,1.0637487,5.412748,2.569381,glioma
-35.663586,-3.8533058,4.4181,-2.5528655,11.757494,-7.0651374,-4.9287395,5.5317283,-2.7848616,glioma
-21.59117,4.2400327,8.614128,-3.0082352,12.333321,-9.471154,-1.9857669,4.845876,-5.0890703,glioma
-28.665253,-3.5455718,9.33769,-5.0396037,8.265638,-8.414165,0.15772706,-0.1260413,-5.1269093,glioma
-15.722093,2.3332798,13.137437,-5.7458253,6.8015165,-9.462001,4.1945252,-2.3062844,-5.465826,glioma
-25.740314,-5.7496743,11.811428,-6.8539786,4.043196,-7.418213,6.794655,-3.6607528,-1.6727911,glioma
-25.572935,-10.330911,12.291718,-4.7011366,3.9377732,-6.378269,9.238898,-3.3528662,-3.9154282,glioma
-16.135363,-5.460962,12.879718,-4.300792,3.4650614,-5.1807084,11.487027,-1.4600155,-6.389653,glioma
-12.927147,-2.3191133,11.870453,-3.9064317,4.65075,-7.4885507,13.0079,-0.64510036,-5.221745,glioma
-25.091587,-1.287479,5.673936,1.944137,12.619284,-7.5498753,-10.995481,7.5501523,-7.699146,glioma
-23.881521,-4.1069794,8.758683,1.035267,10.47773,-10.493895,-7.188447,3.7477443,-9.300437,glioma
-18.63485,-4.0986233,11.562065,0.06605465,8.123111,-13.203382,-3.421047,-0.3211186,-11.84771,glioma
-19.382357,-7.0901966,13.04164,-0.74045134,4.9488792,-13.064527,0.7661349,-4.6892285,-11.244442,glioma
-13.744447,-9.594842,15.761338,-1.1998518,0.98302877,-12.074001,9.089987,-6.720659,-8.541777,glioma
-9.064314,-7.6130314,17.058489,-3.5379298,1.0233238,-12.096637,10.10653,-5.5911384,-8.289888,glioma
-16.76486,-10.370927,13.936748,-4.5314054,-0.5246931,-8.458353,9.416079,-6.3418818,-5.676136,glioma
-11.045478,-7.0796294,13.375001,-3.2535899,0.08333403,-8.284907,11.211083,-5.3811436,-5.0018377,glioma
-15.782273,-7.0297637,10.991828,-2.1873002,0.9636098,-6.8693676,13.783123,-4.2124953,-2.8272262,glioma
-20.924437,3.7438252,3.086212,20.339209,13.989952,9.196728,2.1291351,9.499352,-1.939697,glioma
-17.949482,9.176172,0.7265691,20.016823,11.493478,10.736173,1.404368,6.6574717,-0.11367191,glioma
-26.456009,7.2942905,-3.674102,14.264685,6.443236,9.656538,2.2232113,4.2215786,1.6630288,glioma
-36.92036,2.931275,-7.8723063,9.618289,-1.8956586,10.429805,4.8660736,0.307296,3.6327202,glioma
-31.010075,10.88006,-11.736775,11.276443,-8.711448,12.854777,6.7872267,-3.993952,4.2056074,glioma
-30.418825,13.738783,-14.471598,10.862172,-15.56747,13.502376,8.499239,-8.15081,2.597518,glioma
-38.064438,8.267526,-14.569945,7.749888,-17.404953,11.51906,8.067811,-9.630447,0.84078866,glioma
-27.746895,8.582145,2.2393963,1.09732,9.543536,0.0121455975,3.217767,5.5933957,-1.3825661,glioma
-24.804472,8.521056,4.683524,-0.8938799,8.352631,-1.5277604,4.854986,3.722899,-4.191177,glioma
-24.786299,6.9569097,6.482258,-2.0910563,7.297302,-2.4107533,7.1416516,2.2937567,-4.0203967,glioma
-23.415224,5.5165477,8.742971,-1.8854764,4.9434586,-0.74796987,11.994306,2.1485415,-5.0604644,glioma
-28.42642,2.0857928,6.805506,-2.522711,3.749247,-0.2827118,10.370939,2.6008818,-7.766739,glioma
-44.762756,6.417498,-15.2696295,2.2468781,-13.046747,1.5842103,-0.93968034,-7.8346252,4.698306,glioma
-35.172432,13.726337,-14.809511,4.6758175,-10.028615,-0.106228314,-2.729716,-9.499987,9.888513,glioma
-16.20306,0.8295227,16.072824,1.5546134,7.4406238,-3.1182966,4.952991,-5.9521074,-7.999993,glioma
-37.13512,6.571619,-9.331009,6.0213523,-4.179525,0.8875216,-2.6752183,-9.098914,13.686637,glioma
-35.370457,3.2264206,-5.759431,8.29899,0.79366475,2.8032985,-5.182397,-5.683214,13.09996,glioma
-31.02351,3.5408893,-3.4485092,10.554695,6.3843985,4.113395,-7.4432,1.3239055,8.406309,glioma
-36.051346,-2.6117132,-0.60283947,8.010192,9.684569,2.7428243,-6.503978,4.471941,3.0088046,glioma
-34.57397,-4.059381,2.6432724,6.492003,12.2863455,1.1840397,-4.8811874,5.0330443,-1.7265954,glioma
-26.593527,0.8981992,5.992463,5.2411838,12.843537,-1.944004,-2.9531846,3.6577165,-5.785908,glioma
-27.883482,-2.241113,9.118977,3.0504403,10.893254,-2.738196,0.32992718,0.8413931,-6.4525013,glioma
-19.7392,1.6969208,12.136179,2.4781134,8.274697,-3.3234112,3.0619218,-3.400108,-7.46123,glioma
-28.502401,1.9563341,2.822482,2.7281997,3.1617894,2.8560438,8.840888,4.835778,-6.7453384,glioma
-26.907352,-1.6172856,6.7993407,-0.2305612,0.37638867,2.2614822,10.713333,-0.027748276,-4.9368515,glioma
3.4910746,10.7681465,15.810278,-3.3693066,2.9641454,3.4812276,13.838832,0.063593484,-7.2149043,glioma
-12.304523,-2.852956,14.412087,-1.044082,2.3577623,5.7796865,10.731901,-3.496623,-5.468929,glioma
0.76859134,9.40938,15.925145,1.6489537,5.2443495,5.429155,11.258393,-2.8833053,-4.1717625,glioma
-11.364169,3.8160317,11.904916,2.886906,6.06814,2.5530667,7.6633143,-0.5585138,-5.1913414,glioma
-12.247298,8.277755,8.588907,5.9495125,7.065974,3.0765076,5.5535417,1.9038467,-5.5528674,glioma
-20.24176,6.3368025,4.5337567,6.8310485,9.184011,2.8165514,2.1269479,3.9506323,-2.7791266,glioma
-31.943228,-4.4453597,7.68758,2.9207451,8.675456,-1.1458728,3.231923,1.2824852,-4.694396,glioma
-23.125925,6.3828254,6.4130845,6.591244,12.370718,1.5363816,3.9005089,6.0801954,-3.6550534,glioma
-34.146645,2.743567,0.24721558,5.1511965,11.131703,2.1325762,2.535583,9.575329,-1.7744343,glioma
-62.53267,-12.76989,-10.016307,-1.4570601,-12.584942,3.2374494,2.2314656,-5.516627,2.2143805,glioma
-60.34345,-10.4732065,-10.618293,-0.4217938,-11.749633,3.144509,2.17279,-5.586002,2.722775,glioma
-56.253014,-6.8695545,-11.134659,0.7170158,-10.603515,2.583957,2.40639,-5.2548485,5.0238466,glioma
-58.55853,-11.97467,-8.366172,0.836553,-7.4790263,2.582156,3.1556938,-5.761165,7.4629,glioma
-52.792866,-6.9551096,-9.160781,3.0485682,-7.9095454,3.2873733,3.207196,-7.303454,8.987522,glioma
-51.581062,-7.8488894,-8.356249,4.74999,-5.6885967,4.7065635,2.3162832,-7.0991006,9.743669,glioma
-47.927345,-5.902003,-7.785904,7.146623,-3.503823,7.2029815,0.4499995,-4.906353,5.962176,glioma
-41.27931,-0.15513162,-7.544472,9.260849,-2.2958558,7.70154,0.584722,-3.4624295,5.648088,glioma
-33.13546,6.0476985,-6.493727,12.365578,0.5580465,8.757437,1.1033448,-2.124242,6.0780115,glioma
-40.83844,-1.3935075,-5.27664,9.687324,1.6109684,7.637867,0.4031409,-1.0198691,4.541245,glioma
-27.921997,-4.161753,-2.4586706,28.344751,1.1502055,7.1738296,0.84128433,-3.130038,2.1788356,glioma
-24.779562,-2.3382647,-1.0734153,28.976292,1.4611903,8.676016,1.1718817,-3.9064896,1.6741171,glioma
-19.35125,7.1786385,-5.7367954,31.34317,2.438751,10.741422,6.576125,0.6311143,3.1777174,glioma
-23.09367,5.0810604,-6.5020905,30.968088,-0.73669755,10.949715,7.5596037,-2.331951,6.30034,glioma
-32.81663,-1.612935,-6.112776,26.210285,-2.226581,11.240343,7.904541,-5.0947723,8.767873,glioma
-37.660427,-3.7016876,-6.7327733,23.212368,-4.994684,13.665014,9.52566,-6.1645393,10.646963,glioma
-41.648853,-3.0081508,-6.3376207,18.363832,-9.35529,14.5482645,12.753327,-7.5604043,10.625667,glioma
-23.43333,-2.545596,-0.07458254,29.20942,2.7106395,9.322263,0.6818363,-5.119399,2.427839,glioma
-22.899467,-2.5788279,0.6399463,28.837278,3.2043667,9.480318,2.0968828,-4.2042065,2.608693,glioma
-19.248518,-0.67474645,2.3567646,29.52849,5.7630367,8.968277,2.5238478,-4.2807107,4.1716537,glioma
-28.739084,-6.1008534,-0.18293272,23.977812,5.7582297,7.878121,3.2105322,-1.7050512,0.99481416,glioma
-28.609138,-6.145375,-0.11131563,23.941896,5.9841905,8.33442,3.6340432,-1.2027316,0.56581384,glioma
-27.472088,-4.00119,-1.0225279,24.591745,3.7562993,10.115179,3.8557112,-1.2081088,-0.7717755,glioma
-30.007843,-4.036913,-1.0822619,23.239328,4.3696365,9.268901,2.615714,-0.6855135,1.4322784,glioma
-31.156733,-3.018072,-3.3127038,23.866985,3.32831,9.653184,3.9832633,0.1309705,2.4236066,glioma
-53.23182,-2.0801091,-14.751906,-1.7353212,-14.260427,2.508869,-0.51859176,-7.6529717,0.5468493,glioma
-41.206997,10.8823395,-18.020233,0.73491573,-13.683304,1.6248868,-0.8372055,-5.6706905,5.109574,glioma
-40.955715,7.019943,-13.155556,3.152382,-6.19309,1.6149893,-0.82737267,-4.0969586,10.170382,glioma
-38.382698,6.1650486,-9.80794,5.7384734,-0.8336603,2.3817613,-2.0110621,-4.0139737,12.349036,glioma
-35.205265,5.007267,-5.6410446,8.654177,5.2437043,4.6105886,-2.323716,-1.5395994,12.0568285,glioma
-35.4474,2.8916647,-2.6134226,8.453524,8.596652,4.9278545,-2.3270817,3.4708576,8.241859,glioma
-27.270065,-5.021025,1.2474577,-11.5653515,2.3457818,9.022686,8.742997,5.224604,4.143444,glioma
-25.93978,-6.618874,1.988663,-12.318061,3.9568925,10.550655,7.882235,5.521679,3.2135491,glioma
-31.645588,-12.018609,1.4387223,-11.449472,1.7772471,11.983846,8.623159,3.5043378,1.1201055,glioma
-13.131477,0.9123434,2.0880756,-10.393848,3.1316943,14.40735,11.464695,4.4668775,-0.7566136,glioma
-21.969358,-2.0235188,0.6841233,-10.385253,0.6715773,10.90029,12.81724,3.4820197,-0.39660534,glioma
-19.088472,5.3659306,-2.5145829,-8.63151,-9.27941,5.4140906,24.946646,2.0376205,-8.318286,glioma
-21.989132,6.6902723,-2.2377536,-5.824287,-10.07012,0.17997053,27.247372,2.7351024,-11.68154,glioma
-33.864326,0.8441778,-3.0239975,-3.493603,-7.022361,0.03619492,20.67898,5.0837545,-11.778604,glioma
-33.227463,12.68272,-13.03309,-2.3388863,-3.7079134,-1.651829,-4.638469,-0.40783492,-3.014806,glioma
-34.209938,4.282405,-3.0459902,-3.2473638,0.4724036,-2.3546572,-2.3390844,-2.8431234,1.5009074,glioma
-22.086264,4.121789,2.468299,-1.6724129,-0.8525982,-0.35581857,-3.1512587,-3.594548,4.6408997,glioma
-14.399414,1.5756207,2.5541778,0.37009913,-4.413085,1.7371058,-4.0263433,0.2427059,3.000016,glioma
-10.100629,-2.4914498,2.1586022,0.5603794,-4.1344347,1.8224224,-1.9673877,5.2166915,1.2173593,glioma
-31.473816,11.109628,-9.442852,8.432975,-3.4648993,6.6598845,-1.2837343,-3.8430452,9.23556,glioma
-36.099426,6.938249,-10.034725,7.5175786,-6.425652,6.4965935,0.4723282,-6.4167128,10.148313,glioma
-39.556564,6.4187346,-11.860155,5.567175,-8.999016,4.5161104,0.8394775,-7.287597,9.692157,glioma
-25.900938,10.28776,-0.8819964,7.544444,13.216994,2.6279948,-1.6282263,10.691035,1.1196704,glioma
-25.643171,7.761005,2.9214904,6.6202865,15.2834,0.488699,-0.39412177,10.695072,-1.0369546,glioma
-23.730305,5.852709,7.919036,3.7891824,13.7515545,-2.8172934,3.4191248,6.266402,-4.1029663,glioma
-45.939865,-4.7572827,-7.0273733,10.479899,-5.4988914,6.3899274,3.322606,-5.962484,12.942807,glioma
-41.54958,-2.92328,-7.020425,13.87976,-3.0245173,7.6941876,1.9970028,-3.927542,11.951813,glioma
-28.315458,-0.6487563,0.30628866,15.20945,2.6599784,9.433422,1.0041976,-2.512195,2.7564657,glioma
-33.17047,-1.2615949,-2.3922446,12.824903,0.012008158,8.303801,0.68876386,-1.5650721,3.2335966,glioma
-37.588787,-0.5947046,-6.6061215,15.880071,-1.8287592,8.140839,0.43767697,-3.761402,10.397841,glioma
-28.677685,5.540684,-4.4232407,18.35829,0.6698544,8.149156,-0.92849153,-3.8762658,7.045355,glioma
-19.12308,9.916256,-0.70744926,21.899464,3.7275114,9.760296,-0.9573898,-5.583311,8.211282,glioma
-21.405573,6.057011,1.1188358,20.052755,5.602447,9.516104,-2.1565804,-6.0545588,7.436965,glioma
-23.073973,4.2590213,1.9482266,17.56674,5.964581,7.626585,-3.1676633,-5.3684435,6.9018035,glioma
-38.921944,-9.294188,0.97314686,12.947438,4.615286,7.65699,-0.33574057,-3.489248,4.8411736,glioma
-48.46281,1.7579291,-12.330564,3.5671463,-12.357531,2.7972507,2.8156078,-6.1057353,5.4650083,glioma
-46.180634,-0.32010952,-8.816416,6.7645407,-8.4435835,4.280161,4.5669255,-7.5610876,11.004643,glioma
-39.017006,4.4699016,-8.426109,11.248995,-6.771515,5.7784853,4.0403023,-8.759677,14.707436,glioma
-36.386322,3.1788986,-7.265066,14.8823395,-3.8868322,8.69114,2.4316614,-7.677881,13.998028,glioma
-39.62026,-1.1362222,-5.8415494,14.381659,-0.8462879,8.662034,0.5639518,-4.2974644,11.504411,glioma
-28.358728,7.5174417,-6.3418055,18.777237,1.2768775,11.054587,-1.5471258,-1.7191,7.6084657,glioma
-25.92386,9.35439,-4.760882,18.45335,3.7071466,9.795273,-1.6896491,-0.80516845,7.4082603,glioma
-16.203108,-9.816692,17.861467,3.754224,1.6613238,-3.7066631,-0.7049337,-5.150311,-11.764748,glioma
-12.307357,-5.1113124,18.273212,5.7994003,3.1194654,-2.541905,-1.1477425,-5.134558,-11.487333,glioma
-37.568783,-17.461588,11.901108,2.7161994,4.484679,-1.2550203,-1.3590366,-3.126658,-5.602963,glioma
-8.7444935,2.121506,16.572819,9.480221,11.074715,-1.2588884,-4.5518975,-0.8636581,-11.126709,glioma
-37.187927,-9.163642,5.287806,7.9408894,12.000272,3.4991593,-6.5784364,2.2596445,-0.83801484,glioma
-30.870247,-0.8056583,2.5265987,12.2897005,13.033823,6.584833,-6.5756392,2.630162,5.8741,glioma
-39.370464,9.594316,-14.770719,3.4991446,-10.26766,0.2098555,-1.3456179,-5.4026036,8.862195,glioma
-39.84551,6.166347,-11.259917,5.1338196,-3.9945235,0.22532125,-2.4579628,-4.3377085,12.466493,glioma
-32.02236,11.312195,-9.690258,8.633759,0.6775241,0.90561247,-4.650823,-3.8377223,14.921876,glioma
-30.372427,9.472186,-6.459666,10.961497,5.7191973,2.4046223,-5.8065643,-1.8301431,14.535945,glioma
-28.304943,7.6350865,-1.9036815,10.622564,12.061182,4.2069592,-7.9676123,2.7299798,6.9864893,glioma
-25.725882,9.02572,-0.33881506,9.218153,14.313948,2.8731012,-8.324508,4.663813,3.246392,glioma
-26.27592,7.267672,1.9754064,8.210556,15.015178,1.89373,-6.4545884,4.9089165,0.49577713,glioma
-23.084017,0.17451313,9.229319,4.14964,10.812344,-2.8580635,-5.123864,3.4547145,-6.6345425,glioma
-18.033524,0.78189075,12.3646,3.9373598,9.467986,-4.5971365,-3.845837,1.5074686,-8.91543,glioma
-17.199188,-1.6440798,15.214135,2.6635118,9.06783,-5.5852156,-1.1572874,-0.013659891,-9.403736,glioma
-41.586193,-10.490122,6.93746,-4.106603,3.8510218,-2.1891289,6.8732257,-1.6505507,-1.2828214,glioma
-39.485332,-8.84937,7.412895,-4.5073934,3.69631,-2.4656553,7.7099047,-1.4280019,-1.7844392,glioma
-36.894047,-7.20988,7.7888985,-4.468577,3.2682002,-2.660314,8.561515,-1.0241745,-2.30586,glioma
-40.26884,-9.17031,6.1622195,-3.746526,2.8815312,-1.5085121,8.884731,-0.5379204,-2.5616438,glioma
-32.318424,-2.1494265,6.5825825,-3.3458412,4.7162766,-2.9410212,9.888221,1.6762484,-4.5179925,glioma
-34.246883,-8.8719425,4.1611295,-8.44232,-0.26502594,5.6315947,11.210071,1.712322,-1.9627165,glioma
-26.346342,-7.001462,6.8011026,-9.263932,1.9837997,6.6102176,9.952061,2.8695624,-0.89595383,glioma
-31.767925,5.2583766,-0.10955735,-4.7822523,6.8571463,-4.570902,5.236374,4.9373794,0.771024,glioma
-39.303673,0.72940683,-4.0736966,-2.820976,5.7978635,-2.2942615,1.914612,6.8648167,0.11099405,glioma
-40.610012,3.3299625,-8.931375,-2.3513892,2.8249958,-0.1844016,-0.74231064,6.511425,0.036216907,glioma
-20.613234,-4.2872014,8.412725,-9.5511465,3.134908,7.3852024,10.42262,2.719248,-0.07463864,glioma
-25.924608,-6.6216483,7.5645857,-11.023976,4.196321,4.9818254,7.6807137,1.7414143,1.982788,glioma
-18.989277,0.39236742,7.1101193,-13.450416,3.271178,4.4115624,7.248865,2.305691,-0.39662543,glioma
-20.677822,0.82409394,7.975482,-12.013187,5.659302,3.0243957,6.274141,3.164982,1.6600196,glioma
-21.532389,3.0005224,6.8413634,-11.426846,5.623712,1.4968405,6.996557,3.4613225,2.925239,glioma
-30.579597,-2.4112067,5.849068,-8.910411,5.8603277,0.5845226,7.5804605,2.4047766,3.42466,glioma
-26.789341,3.0579307,5.2819595,-7.5472407,6.4087777,-1.4977723,8.783516,1.3228496,2.4954963,glioma
-35.48649,-1.7322857,3.1238568,-6.1542974,6.821935,-2.7160733,6.975499,1.3751316,1.6726712,glioma
-8.7396755,-12.712431,9.789606,-3.2710369,-6.9233966,8.33425,8.229914,1.1898103,0.18891768,glioma
-20.063597,-16.923603,8.640723,-3.4326391,-5.8785167,6.915889,5.5716567,-0.25848967,1.2689482,glioma
-8.013569,-9.367877,12.647574,-2.9955711,-6.0104027,5.7256145,6.9518228,-1.8181865,-0.93844146,glioma
-40.83051,-22.15289,7.51855,-3.6589427,-3.366308,1.8207968,4.7354393,-2.7737834,0.4496102,glioma
-43.835247,-10.669425,-3.582923,13.97363,0.33659726,8.34656,0.191605,-2.6479385,10.505959,glioma
-40.964146,-9.693617,-3.2703586,15.361248,2.2303376,7.911709,-1.9108238,-1.3400922,8.602607,glioma
-39.228542,-10.54477,-1.8837925,15.840973,4.413432,7.482687,-3.5334885,-0.9413706,6.189112,glioma
-37.236126,-9.89181,-0.91218394,16.15429,5.5862217,6.6535125,-4.7862816,-1.503361,4.251059,glioma
-19.799063,6.308185,4.2182264,9.247019,11.511974,3.0135443,-11.571001,3.8560114,-2.474007,glioma
-22.007723,-1.3570504,10.663275,5.523141,11.889443,-1.3049111,-8.176365,2.6173499,-6.7383165,glioma
-16.547089,-0.5624129,14.890932,1.6093901,7.700067,-5.8742256,-5.977679,-0.6446247,-10.030419,glioma
-17.51885,-3.9796824,17.80625,-1.1857527,4.3536787,-7.684839,-4.5358405,-5.394286,-8.567382,glioma
-10.525266,-2.1847901,19.302402,0.08115561,3.8551064,-7.51161,-1.8953952,-6.050892,-7.46286,glioma
-19.151983,-10.169176,17.661867,0.7995164,2.0800323,-3.385206,4.067921,-3.6877196,-6.4640346,glioma
-18.660559,-7.0874,16.896025,0.27589998,2.5126321,-2.3283126,4.305765,-5.559996,-5.617328,glioma
-23.694687,-3.9861774,10.251861,-3.2292597,6.538054,5.1782417,6.0993867,-0.30049556,-0.035128966,glioma
-29.302404,-8.66365,8.397315,-5.999398,4.5818157,6.250645,5.1132483,-0.44448996,1.7231776,glioma
-19.224405,-4.2586703,10.300107,-7.754799,5.015528,8.953182,6.405782,0.18986379,0.45880848,glioma
-14.9341545,-0.44570825,7.345352,-11.359929,2.3442032,9.45102,7.3805184,1.3040422,0.6128328,glioma
-5.87658,5.3956227,7.971698,-10.664482,0.16073294,13.041392,12.9282875,1.4755666,-0.51707953,glioma
-12.968856,3.86967,5.629826,-8.975954,-1.5186993,11.369142,13.401245,1.0052097,-0.62512946,glioma
-24.61732,0.27474636,3.981827,-7.2579107,-1.0051055,7.2735195,15.476531,1.3898597,-1.1256915,glioma
-37.26536,-15.038468,10.304649,-1.12283,1.0372134,1.7195323,10.130464,-4.3011665,-2.6290233,glioma
-44.522717,-18.775167,8.661774,-1.6923329,1.7721721,0.45700604,7.715261,-4.230921,-1.2954885,glioma
-37.77984,-11.649168,8.673036,-1.5017421,3.1904342,-0.89870137,8.455439,-2.474737,-3.1453285,glioma
-28.657305,1.0409759,3.4599555,5.578929,8.729273,1.3027872,2.7654738,3.7523081,-1.9426742,glioma
-29.368717,-4.086909,7.204763,2.8355908,7.0867705,0.0041608154,6.1714506,1.6777881,-3.47264,glioma
-13.943381,2.8543286,11.7431135,1.4821218,5.780082,1.0870655,10.324892,0.86175835,-2.7313564,glioma
-39.333054,-16.012823,7.677612,-3.4506288,2.7615263,3.0134373,7.020354,-0.0968083,1.8558466,glioma
-25.776796,-10.211316,8.727811,-4.4672785,2.1360726,7.2894387,7.7491784,1.4559593,1.64502,glioma
-12.397946,-5.51745,8.457852,-6.0884,3.1700633,11.303006,6.2113576,3.9499164,-1.0921115,glioma
-12.544405,-7.4215455,8.658571,-5.9714856,2.6200213,13.862967,8.827557,4.3972607,0.61069286,glioma
-53.248104,-16.339361,0.34885263,-8.151914,-1.0403657,-0.3792445,8.26026,-0.326573,2.425219,glioma
-43.77411,-9.527428,0.89563215,-9.796931,-1.8106942,0.9665647,10.431479,0.5552485,2.1572485,glioma
-46.041935,-12.595422,0.46091044,-10.864256,-1.7299063,2.0331097,9.275461,0.8073325,3.3318782,glioma
-39.47083,-8.297916,0.44087037,-12.523152,-1.6479899,3.955844,10.106875,2.1429205,3.2687922,glioma
-34.226025,-6.122671,0.3478179,-14.046218,-0.9997176,5.3886285,9.612086,3.6672368,2.8387938,glioma
-47.965115,-8.881248,-2.0743241,-8.464021,-4.7519813,-0.55178386,10.296843,1.7764015,-3.4164572,glioma
-36.718594,-0.66585934,-0.7037519,-12.033144,-6.422065,-1.1419833,14.63784,2.1930344,-2.6673288,glioma
-42.845165,-9.70107,-0.1853082,-11.887702,-3.1737928,1.0713334,10.650054,2.801286,-0.47382405,glioma
-30.44159,-3.3409958,1.0924952,-15.211222,-1.9869006,3.9765441,11.074104,4.468781,-2.102499,glioma
-26.330227,1.5418687,6.72957,1.265648,5.006304,1.3048152,12.91999,1.5327202,-0.7295171,glioma
-38.38637,-6.7070236,4.1476054,0.73752093,4.969121,1.0152224,9.088155,2.0055423,-0.47693044,glioma
-27.88904,3.9195182,2.7397952,4.0742483,6.0793805,2.4592955,9.164441,4.86076,-2.6694527,glioma
-37.27823,-1.5678515,-0.3007389,3.8628492,5.8333774,3.0448456,5.171704,4.8357863,0.03313916,glioma
-25.830286,11.3182,-3.4162095,7.030947,5.9257536,5.552957,4.7960944,6.338418,2.5985866,glioma
-47.132595,-6.2647834,-4.9166937,2.278255,2.7190492,4.2001357,2.1881652,1.7064172,5.978169,glioma
-41.67597,1.7283978,-7.5779896,2.543578,-1.5303588,4.3992887,3.2799985,-1.3239071,9.176565,glioma
-28.030098,1.3442098,6.1539216,-3.891648,2.8815649,-1.1551974,15.887043,2.5770972,-3.5194905,glioma
-26.431131,4.696232,3.1908536,-3.45046,0.4563483,0.029006135,17.209427,3.6895711,-7.6330347,glioma
-34.711052,1.5349857,-0.8404299,-3.867894,-1.2419971,-1.4643614,13.758699,4.740047,-8.749382,glioma
-30.309391,8.737878,-4.1529818,-1.8843787,-2.0751662,1.4743682,13.102112,7.7210884,-9.480257,glioma
-32.613346,9.855361,-7.9263625,0.74177563,-3.9558008,6.610183,11.01608,6.266529,-6.8896427,glioma
-45.86351,-0.83715856,-10.05525,-0.66923356,-6.615411,6.6044693,6.7226477,0.15252362,-1.9766929,glioma
-32.35546,-0.5117931,0.23884709,10.584275,9.659009,6.2517595,-5.2517705,2.3122005,1.9072384,glioma
-33.381268,-3.0876994,3.354719,9.795403,11.876125,4.6157737,-3.44025,4.010186,-0.35694647,glioma
-29.5431,0.44901595,5.8793335,4.121378,10.528723,1.4952536,4.790899,3.94594,-5.1034875,glioma
-26.027407,0.19424026,6.9974737,10.495126,14.124172,3.049102,-2.985243,3.8087974,-3.9435747,glioma
-15.897231,6.8021374,9.811023,10.458932,14.766799,0.14977352,-3.0185635,3.578575,-7.9424844,glioma
-14.084009,4.0066104,12.59679,11.328146,14.79972,-0.34446082,0.048596293,2.0851707,-7.9315314,glioma
-16.685091,0.20094725,13.849776,10.959482,12.916731,0.23901783,2.0191064,0.534178,-6.754423,glioma
-29.853163,-9.265884,12.130598,7.3698378,9.820211,1.1608872,3.5754864,0.36989516,-6.15182,glioma
-34.278816,-10.723546,10.273118,5.0151997,7.2778773,1.2704287,3.7999213,-0.88093644,-5.7351737,glioma
