feature_1,feature_2,class
-8.688002,1.9519897,glioma
-15.949603,9.357759,glioma
-8.800405,-18.59493,glioma
-6.746825,-16.36626,glioma
-22.193916,-28.283176,glioma
-23.39708,-15.661212,glioma
-35.57586,-23.28777,glioma
-14.831177,-2.8216126,glioma
-15.364834,5.894622,glioma
-14.734603,-23.844336,glioma
-7.8417826,-17.271162,glioma
-13.569366,-15.820981,glioma
-7.004818,-12.163736,glioma
-5.6932054,10.497256,glioma
0.15030879,-2.6207588,glioma
-21.173927,-15.285488,glioma
2.7180927,-10.732212,glioma
1.486584,-13.891179,glioma
-23.568636,-25.09353,glioma
-3.5635662,-22.46579,glioma
-3.0209985,-23.28844,glioma
-4.5248423,-22.971079,glioma
-11.332403,-23.002281,glioma
-3.944147,-17.649426,glioma
-25.495749,21.803719,glioma
-18.534718,20.461266,glioma
-17.838129,12.113407,glioma
-2.796996,5.017502,glioma
6.5419073,-21.665218,glioma
-4.788889,-25.212234,glioma
5.4361835,-25.046412,glioma
1.217092,-23.705511,glioma
-37.088108,-23.73728,glioma
-24.695192,-20.231724,glioma
5.662556,-14.655914,glioma
-17.490252,-23.256521,glioma
-6.737127,-19.148352,glioma
-5.7724957,-20.316154,glioma
5.7044744,-16.804249,glioma
-19.281855,-24.980913,glioma
-3.5942836,-20.147358,glioma
0.10688437,-17.128807,glioma
-5.216035,-17.024271,glioma
2.1347709,-12.564308,glioma
-2.2425444,-11.146967,glioma
0.7628116,-2.9487314,glioma
-7.6720467,-22.05172,glioma
-6.1013694,-22.006233,glioma
-2.230407,-19.81923,glioma
6.4870706,-16.976295,glioma
-7.1072216,-21.145893,glioma
-8.706718,8.578888,glioma
4.0184264,6.4541197,glioma
5.8798976,-1.7098671,glioma
0.47813463,-6.300218,glioma
-20.615946,-19.211273,glioma
1.1017594,-7.00321,glioma
-4.87128,2.1658401,glioma
-13.757916,12.3530445,glioma
-30.045256,12.247004,glioma
-4.036465,-6.3120637,glioma
-5.6711197,-9.290371,glioma
0.88970155,-8.138912,glioma
0.28915575,-11.379316,glioma
-0.09383774,-17.42511,glioma
-4.0562105,-17.307804,glioma
-10.996931,-19.33589,glioma
-12.768612,-17.564363,glioma
-12.737883,-6.9099846,glioma
-17.358261,-4.77434,glioma
-21.837114,1.0000602,glioma
-4.21701,12.295101,glioma
-12.616095,-11.3803425,glioma
-36.70299,13.284921,glioma
-29.37205,10.608239,glioma
-33.588318,0.508705,glioma
-17.717041,8.000595,glioma
-17.153612,2.5052204,glioma
-19.744007,-7.3838377,glioma
-12.23286,19.940948,glioma
-17.242615,-0.53977436,glioma
10.100535,-0.73559886,glioma
19.66603,-4.6677666,glioma
9.293228,-14.27587,glioma
22.52045,-17.001652,glioma
-9.363678,-11.744191,glioma
-10.573451,-10.091805,glioma
-14.931048,-9.116289,glioma
-9.046326,-7.5707703,glioma
-10.504732,-9.544904,glioma
-17.314615,-15.475704,glioma
-14.588298,-17.085646,glioma
-24.336962,-12.004804,glioma
-25.41781,-13.859743,glioma
-15.661233,-9.37873,glioma
-12.540828,-0.54729795,glioma
-5.94554,8.2166195,glioma
-12.219004,18.943232,glioma
13.059652,-21.522137,glioma
4.439652,-22.903801,glioma
6.871793,-19.614258,glioma
3.887197,-20.168674,glioma
-2.1580799,-19.49019,glioma
-7.2175694,-15.581986,glioma
-20.720089,-13.754016,glioma
-14.454828,-7.875174,glioma
-15.871278,18.240658,glioma
0.24762313,14.7829275,glioma
22.105333,-6.302587,glioma
27.709843,-10.110269,glioma
17.18298,-14.595986,glioma
0.08610427,-15.906168,glioma
0.63592327,-14.303201,glioma
1.3954153,-29.763895,glioma
5.9785433,-26.379505,glioma
9.719971,-22.312624,glioma
22.811874,-12.394258,glioma
19.072735,-9.353245,glioma
10.69168,-3.1469116,glioma
-6.8530593,4.96012,glioma
-5.986033,-15.897617,glioma
-16.784966,-13.640604,glioma
-18.78316,3.5437148,glioma
-26.426142,13.699223,glioma
-37.26904,14.371123,glioma
-7.339355,7.969968,glioma
3.4764736,2.3391178,glioma
-1.8686045,-5.8384824,glioma
4.028579,-8.493553,glioma
-2.2932723,-16.156271,glioma
3.7764773,-16.918392,glioma
3.7776723,-18.67582,glioma
-34.121883,1.994977,glioma
-37.84809,-5.600705,glioma
-35.577248,-9.109783,glioma
-20.749895,-7.812551,glioma
-21.713993,-10.414804,glioma
-28.965166,17.258852,glioma
-12.966161,23.602636,glioma
-6.880839,17.828505,glioma
-13.802241,3.914264,glioma
-1.136064,4.697865,glioma
9.860315,3.837777,glioma
-3.3888083,-7.0848775,glioma
-10.708865,-15.63588,glioma
-12.524442,-18.161839,glioma
-2.6386247,-17.189047,glioma
-20.02115,-3.140095,glioma
-26.964165,-2.0395253,glioma
-26.118893,3.2785933,glioma
-29.204998,3.4399002,glioma
-33.82956,7.9346237,glioma
-17.732862,5.5729733,glioma
-5.6661716,4.2659035,glioma
-4.8353066,-1.8583415,glioma
3.7737098,-10.393799,glioma
-9.877282,-16.74158,glioma
-8.649175,-8.311381,glioma
-7.498296,-9.242373,glioma
-7.401227,-10.274157,glioma
-17.839666,-11.376696,glioma
-14.772834,-6.233235,glioma
-14.071355,0.5007241,glioma
-24.051395,-6.9514766,glioma
-28.91845,-7.87801,glioma
-26.55245,-4.6109843,glioma
-2.2248106,-26.625994,glioma
-3.3188887,-26.169807,glioma
-5.4970913,-20.2543,glioma
-4.509789,-18.637903,glioma
2.5484483,-8.891253,glioma
-14.325641,-8.400355,glioma
-16.797262,-9.268929,glioma
-24.103912,-6.027575,glioma
-14.552835,1.1711917,glioma
7.230764,-19.861864,glioma
1.350629,-24.90012,glioma
-28.303028,-31.39839,glioma
-23.25778,-29.932846,glioma
-9.883253,-23.631708,glioma
-4.8420935,-20.546097,glioma
1.7349111,-14.239428,glioma
7.34851,-12.409886,glioma
3.2535074,-13.398428,glioma
2.447479,-9.915521,glioma
10.394421,-3.9714305,glioma
-28.934196,-16.59729,glioma
-27.519823,-16.104769,glioma
-17.44897,-13.260174,glioma
-32.83831,-17.958242,glioma
-26.997723,-19.510653,glioma
-14.207309,-17.10055,glioma
-2.1922624,-16.180332,glioma
-5.5199347,-18.715103,glioma
-11.046042,-18.091541,glioma
-20.902842,-20.572233,glioma
-17.485697,-14.00416,glioma
1.28149,-19.53936,glioma
6.200842,-20.432297,glioma
-7.9479003,-12.556298,glioma
-9.240192,-13.856677,glioma
-9.048019,-13.522873,glioma
-0.0017259577,-9.500184,glioma
-6.085659,-1.6023242,glioma
-12.80764,7.830438,glioma
-25.751873,13.808658,glioma
-37.199707,12.611632,glioma
1.2882957,-31.985199,glioma
10.314898,-23.887026,glioma
4.0580726,-22.15118,glioma
-10.24005,-17.11133,glioma
-12.83521,-10.985151,glioma
-8.644569,-2.7383482,glioma
-12.912217,-2.1697962,glioma
-43.731747,-1.2823458,glioma
-0.06563259,3.1253555,glioma
3.4762943,-2.2085083,glioma
1.9691347,-12.357121,glioma
-0.999801,-15.010412,glioma
23.942883,-5.114269,glioma
18.427252,-15.304596,glioma
-9.530515,21.074114,glioma
-17.043459,-3.0602002,glioma
4.5444593,1.3718816,glioma
5.8977203,-6.2597156,glioma
-7.5434937,-16.494717,glioma
4.210594,-15.789822,glioma
-41.06588,10.821616,glioma
14.9630575,-9.135696,glioma
22.15751,-16.31213,glioma
40.96224,-16.791023,glioma
22.719725,-26.527172,glioma
9.805312,-23.578499,glioma
27.595802,-18.467098,glioma
-16.041138,-0.8591544,glioma
-23.24594,3.1117814,glioma
-21.462019,-20.569717,glioma
-23.351109,-21.010256,glioma
-27.178326,-18.96473,glioma
-27.146116,-18.71261,glioma
-26.100216,-17.752634,glioma
-2.378092,-17.865456,glioma
5.9802523,-17.603306,glioma
-18.153872,14.008118,glioma
-5.277924,15.720388,glioma
-7.851394,2.8433912,glioma
-17.582535,-8.076903,glioma
-6.1045012,-6.945127,glioma
-5.4952054,-7.4117317,glioma
-11.623299,-15.489162,glioma
-32.962387,12.678376,glioma
-18.617748,16.91138,glioma
-14.546155,5.1725907,glioma
11.341021,7.3370285,glioma
3.2681181,-12.271624,glioma
1.8119019,-15.512142,glioma
-28.491484,8.518721,glioma
-27.382196,12.215839,glioma
-28.368109,14.832938,glioma
-28.76234,12.348365,glioma
-27.796003,11.89447,glioma
-31.84304,7.553442,glioma
-31.306564,6.932285,glioma
-24.48494,9.911497,glioma
-25.188105,10.141342,glioma
-26.58033,10.399597,glioma
-35.851624,9.708878,glioma
-36.893112,8.400763,glioma
-37.358288,7.672094,glioma
-42.228416,2.4946606,glioma
-30.872732,9.864881,glioma
-34.380276,7.77149,glioma
-35.57456,6.7403045,glioma
-32.118233,10.842235,glioma
-40.433006,2.7155404,glioma
-32.61677,13.146648,glioma
-20.729553,25.776434,glioma
-27.04464,27.313108,glioma
-33.18048,22.732084,glioma
-37.062004,19.707663,glioma
-40.812286,-8.279755,glioma
-13.643793,13.125408,glioma
-26.804188,4.8401237,glioma
-40.96631,-5.2756405,glioma
-40.12123,-2.622813,glioma
-15.574607,15.255729,glioma
-20.85033,3.4508262,glioma
-10.948644,9.169907,glioma
-16.343775,3.8618953,glioma
-15.22814,9.406886,glioma
-20.983904,9.133313,glioma
-16.937975,17.98392,glioma
-37.507267,10.988425,glioma
-42.186863,8.000579,glioma
-12.373898,0.028702218,glioma
-6.3887243,6.8369236,glioma
-15.242453,11.623295,glioma
-13.191758,8.405876,glioma
-12.475555,10.93057,glioma
-16.224314,8.088839,glioma
-16.672955,12.558263,glioma
-17.784246,14.887567,glioma
-11.593998,3.059148,glioma
-10.5512905,-0.058593582,glioma
-12.837538,-4.337631,glioma
-11.438481,-4.769716,glioma
-10.675506,-3.846475,glioma
-4.369461,2.6500955,glioma
-23.201801,9.515114,glioma
-23.943052,5.5960917,glioma
-19.788387,7.237694,glioma
-19.137793,6.4433436,glioma
-14.036456,9.495157,glioma
-10.102587,11.462741,glioma
-17.885008,3.744979,glioma
-24.408264,-0.68779856,glioma
-25.961535,12.047389,glioma
-13.871393,20.718916,glioma
-13.814078,17.27692,glioma
-13.039456,15.158127,glioma
-20.691002,0.2670911,glioma
-12.813129,6.4822664,glioma
-13.709321,1.4432677,glioma
-1.2367972,5.470487,glioma
-10.751596,8.939044,glioma
-12.13388,12.71898,glioma
-9.683975,11.125448,glioma
-19.490093,10.605008,glioma
-15.544356,11.491706,glioma
-43.470444,1.1996195,glioma
-27.242823,7.6128736,glioma
-25.774656,5.959783,glioma
-11.993324,13.721042,glioma
-15.135705,-3.899243,glioma
-7.52637,11.990482,glioma
2.1051567,0.39664948,glioma
2.1764238,-4.879678,glioma
-8.559893,-11.5264225,glioma
-1.9487765,-10.731696,glioma
-1.0686241,-1.3852742,glioma
-10.924824,7.1890755,glioma
-3.7021985,-0.4733874,glioma
-6.062317,1.4606564,glioma
-7.3474,8.218208,glioma
-16.911974,28.651821,glioma
0.27130312,21.869587,glioma
19.99142,20.909464,glioma
-7.3980527,15.706228,glioma
0.25149277,6.8345084,glioma
-2.6526277,-25.684246,glioma
-28.066504,18.41606,glioma
-10.108914,2.8313918,glioma
-13.5201435,11.93262,glioma
4.0238643,10.09643,glioma
5.986121,11.623829,glioma
6.830065,4.052409,glioma
-10.788837,-9.185441,glioma
-3.8294022,-4.4620013,glioma
-5.0189347,-13.755573,glioma
-7.235306,-22.547733,glioma
-5.077069,6.8473496,glioma
1.2287667,-4.7331786,glioma
3.5138464,-7.915638,glioma
-32.1403,-23.649664,glioma
-36.646004,-26.569035,glioma
-5.596872,14.199247,glioma
6.625957,11.580955,glioma
14.362081,13.855137,glioma
14.899784,9.514924,glioma
15.423209,-5.0518765,glioma
-2.4707072,15.351152,glioma
20.003422,-17.724823,glioma
-4.1907363,-28.865883,glioma
0.07736893,-20.083948,glioma
4.9363995,-4.630818,glioma
8.459713,9.514395,glioma
-36.362877,-22.21967,glioma
-47.30635,-24.365093,glioma
-17.756042,-0.9480499,glioma
-14.340729,-6.818947,glioma
-6.07929,0.911309,glioma
-23.529108,-0.7025193,glioma
-15.512655,15.9158535,glioma
-8.36674,-13.568898,glioma
5.4874096,1.6912993,glioma
-3.3380604,-26.055204,glioma
-9.67596,-31.569523,glioma
16.010765,-18.690105,glioma
11.72628,-17.097021,glioma
11.448672,-17.433525,glioma
11.954078,-4.7618527,glioma
12.582988,3.1076946,glioma
3.9194076,25.83507,glioma
4.908013,17.429823,glioma
8.765417,2.5723078,glioma
-17.415815,9.699504,glioma
-18.69868,3.1327052,glioma
-19.23962,-5.878022,glioma
-29.429026,5.59368,glioma
-2.9571414,5.3704467,glioma
12.198171,6.458268,glioma
8.923636,1.5705363,glioma
-39.636726,1.7267956,glioma
-29.038162,11.4161625,glioma
-29.636683,10.547226,glioma
-33.517586,7.3834395,glioma
-37.821976,4.8686047,glioma
-37.574177,7.054718,glioma
-52.775185,-9.13333,glioma
-48.551903,-3.332365,glioma
-47.073936,1.0520631,glioma
-33.897438,2.9703329,glioma
-32.796085,9.51211,glioma
-28.804884,8.946125,glioma
-32.14149,5.4369836,glioma
-31.98845,5.2181125,glioma
-30.125568,7.7270937,glioma
-32.168453,7.5867777,glioma
-31.852371,11.079236,glioma
-30.222008,7.318701,glioma
-29.323313,11.614683,glioma
-29.644867,13.996844,glioma
-29.77969,17.09912,glioma
-37.455513,13.651607,glioma
-35.250034,18.831732,glioma
-34.607853,11.783344,glioma
-32.07468,15.745948,glioma
-34.1633,15.308671,glioma
-31.72878,20.065928,glioma
-41.702103,10.864831,glioma
-34.88584,20.281427,glioma
-41.086937,13.549499,glioma
-25.592539,12.740552,glioma
-36.224308,11.21254,glioma
-45.94866,3.1410775,glioma
-44.17327,5.915118,glioma
-40.385918,4.9626904,glioma
-39.59205,7.1467986,glioma
-39.55725,10.876885,glioma
-40.779976,11.556884,glioma
-52.117634,-0.60009885,glioma
-51.3474,1.13227,glioma
-28.572624,4.7870293,glioma
-29.555504,7.1773696,glioma
-31.012432,9.215342,glioma
-32.00001,11.212952,glioma
-33.34372,14.19921,glioma
-21.173824,16.410477,meningioma
-18.997293,-0.73603064,meningioma
-18.277388,-0.6349887,meningioma
-23.909008,10.692252,meningioma
-19.120546,14.463572,meningioma
-20.900986,11.705547,meningioma
-32.077785,16.055147,meningioma
-34.519253,14.063264,meningioma
-33.387688,16.506256,meningioma
-15.1585865,17.408205,meningioma
-35.19164,17.956873,meningioma
-31.756342,23.850761,meningioma
-31.380959,24.740433,meningioma
-28.126352,10.632224,meningioma
-37.89907,15.296942,meningioma
-40.945347,12.356194,meningioma
-34.46542,12.730755,meningioma
-11.06278,17.923674,meningioma
-35.708755,14.15612,meningioma
-31.807438,21.794044,meningioma
-28.066322,19.236195,meningioma
-37.916927,9.12656,meningioma
-33.95778,13.610443,meningioma
-6.105568,8.842025,meningioma
-21.896893,17.2708,meningioma
-26.005854,15.797102,meningioma
-9.412221,14.327141,meningioma
-40.398758,4.424272,meningioma
-37.565945,6.3711796,meningioma
-35.55162,7.9487123,meningioma
-39.078968,14.815803,meningioma
-35.58053,20.386034,meningioma
-42.377403,12.828312,meningioma
-27.180273,17.620987,meningioma
-8.292722,12.163412,meningioma
-30.259142,18.427067,meningioma
-22.954212,30.402288,meningioma
-35.494835,17.616589,meningioma
-39.161133,14.130279,meningioma
-35.27976,20.675909,meningioma
-16.294382,18.921543,meningioma
-21.209108,17.413944,meningioma
-23.690456,17.980349,meningioma
-9.190265,8.892391,meningioma
-24.214779,24.919937,meningioma
-26.318056,26.299397,meningioma
-27.45578,28.226486,meningioma
-13.574738,21.86337,meningioma
-24.373806,10.663431,meningioma
-30.364584,13.42053,meningioma
-26.73898,22.959723,meningioma
-12.694485,3.1079552,meningioma
-37.404335,14.407591,meningioma
-35.6286,20.113247,meningioma
-35.028584,12.30621,meningioma
-32.91406,17.26227,meningioma
-38.566097,12.86462,meningioma
-26.050753,-3.056679,meningioma
-26.48977,-0.5716672,meningioma
-27.466124,-0.65707654,meningioma
-0.40302074,0.59561616,meningioma
-28.49067,-1.5302312,meningioma
-30.43253,16.761467,meningioma
-33.18357,15.50957,meningioma
-31.060959,22.529028,meningioma
-31.220613,24.497347,meningioma
-32.74971,23.790882,meningioma
-34.87619,19.70564,meningioma
-7.982989,-5.421322,meningioma
-36.987396,18.49573,meningioma
-30.933771,21.34073,meningioma
-33.743446,19.318972,meningioma
-33.475754,20.67008,meningioma
-35.89374,18.05442,meningioma
-32.340973,14.392163,meningioma
-27.65066,18.478231,meningioma
-29.582945,16.211508,meningioma
0.8642461,-3.7729745,meningioma
-31.562527,14.34398,meningioma
-37.481445,8.100531,meningioma
-26.663826,13.984233,meningioma
-22.868702,25.572762,meningioma
-23.914772,28.848776,meningioma
-24.795345,30.151915,meningioma
-12.863448,12.878928,meningioma
-38.184353,13.880453,meningioma
-15.860427,8.589008,meningioma
-23.97279,4.4594507,meningioma
-41.64287,9.387059,meningioma
-24.347801,1.2673663,meningioma
-29.61709,-2.6509445,meningioma
-29.548265,-0.3664666,meningioma
-23.820389,7.138265,meningioma
-28.707083,6.100689,meningioma
-12.380298,13.084592,meningioma
-11.570686,9.069169,meningioma
-18.868868,2.717282,meningioma
-18.10076,4.464309,meningioma
-41.17576,10.069394,meningioma
-19.253967,7.047721,meningioma
-23.88421,0.40170395,meningioma
-18.029236,2.2360773,meningioma
-20.018318,-0.12852578,meningioma
-16.9223,16.230896,meningioma
-24.49269,20.804829,meningioma
-16.688456,26.68743,meningioma
-23.218191,9.742072,meningioma
-23.035202,7.4931016,meningioma
-23.41268,5.4095507,meningioma
-40.97759,9.643135,meningioma
-17.033833,8.068231,meningioma
10.542342,-5.250514,meningioma
14.630344,-7.058501,meningioma
8.008025,-11.71869,meningioma
7.1760836,-12.795917,meningioma
1.8503118,-15.497468,meningioma
-17.8714,-24.00355,meningioma
-8.049661,10.488692,meningioma
-10.028487,12.108553,meningioma
-1.2396356,-15.302691,meningioma
-29.864288,14.847441,meningioma
4.463076,-14.744927,meningioma
-0.33734247,-16.770878,meningioma
-4.9765863,-19.04895,meningioma
0.577748,-17.310863,meningioma
4.651184,-18.027952,meningioma
-0.09978894,-21.92866,meningioma
-2.7015939,-9.889366,meningioma
-8.788557,-12.940239,meningioma
-1.3172996,-9.918922,meningioma
-11.000186,-13.451533,meningioma
-31.511337,16.44768,meningioma
-4.14282,-9.36033,meningioma
-1.9123195,-8.168474,meningioma
-7.4898024,-11.165719,meningioma
-10.660748,-11.689524,meningioma
-2.6471171,27.61223,meningioma
-7.8326535,19.61466,meningioma
-8.690022,12.708217,meningioma
3.7028258,14.665435,meningioma
4.6469502,12.989156,meningioma
-17.997488,-2.3550172,meningioma
-37.10247,12.978136,meningioma
-24.244785,3.7596326,meningioma
-14.543284,10.549331,meningioma
-19.22919,6.25062,meningioma
-11.655686,14.67166,meningioma
-14.131233,15.152657,meningioma
-16.918833,17.658766,meningioma
-9.631399,8.597327,meningioma
-9.426439,8.866594,meningioma
-16.062876,7.782332,meningioma
-22.007956,-0.052644722,meningioma
-33.127018,20.897575,meningioma
-15.011008,3.380695,meningioma
8.210429,16.841085,meningioma
11.191709,13.173836,meningioma
-7.729121,-2.357237,meningioma
5.912081,3.3190038,meningioma
-4.075273,4.4565663,meningioma
9.551923,5.9582095,meningioma
-28.37192,14.670458,meningioma
-32.277016,13.447151,meningioma
-34.182095,15.093863,meningioma
-37.652218,16.51571,meningioma
-32.158047,20.549845,meningioma
-28.795212,17.647404,meningioma
-24.846703,20.597786,meningioma
-27.60187,17.12998,meningioma
-27.03685,17.40088,meningioma
-39.879402,8.612238,meningioma
-20.649721,0.2328063,meningioma
-23.190237,-1.6081307,meningioma
-17.538244,-0.13346101,meningioma
-23.666483,-2.4569733,meningioma
51.898506,-20.900873,meningioma
53.005386,22.050716,meningioma
47.43829,-28.627836,meningioma
112.879196,-11.202436,meningioma
28.145584,-0.07676363,meningioma
97.75108,-6.586944,meningioma
67.86974,-12.3449335,meningioma
84.2773,-46.691696,meningioma
72.10312,-18.62316,meningioma
21.175163,32.73838,meningioma
88.893326,-42.72431,meningioma
45.905346,26.255915,meningioma
31.918604,13.430736,meningioma
-25.29884,7.452598,meningioma
53.68588,-22.650507,meningioma
74.959564,17.925716,meningioma
75.421745,-17.832981,meningioma
43.808064,-10.401521,meningioma
-12.21743,-23.093496,meningioma
68.37794,-28.542292,meningioma
41.706676,-2.789585,meningioma
47.573334,-28.263493,meningioma
36.14904,-35.819168,meningioma
-23.51623,-35.672825,meningioma
4.4925933,3.3095667,meningioma
77.85489,-12.306346,meningioma
52.152714,-23.0259,meningioma
85.03602,-26.597988,meningioma
74.10983,-20.270533,meningioma
43.9866,-26.221827,meningioma
51.94951,-20.915339,meningioma
10.510557,-13.703652,meningioma
27.426672,6.0070977,meningioma
33.223972,-15.182711,meningioma
8.811225,1.6614937,meningioma
12.726766,-18.141409,meningioma
53.005386,22.050716,meningioma
1.4835806,59.71148,meningioma
5.997735,46.797386,meningioma
40.95061,3.2286398,meningioma
54.463528,4.1131954,meningioma
81.2186,28.20475,meningioma
89.96723,-22.456575,meningioma
78.664314,-29.438887,meningioma
28.775795,26.620806,meningioma
71.90456,-17.80629,meningioma
67.94553,-18.907705,meningioma
67.00427,2.4742594,meningioma
14.782111,-25.630829,meningioma
70.11864,-26.334152,meningioma
95.68604,-23.549965,meningioma
59.234455,-21.320522,meningioma
-29.24138,12.86885,meningioma
58.95581,-16.262054,meningioma
11.084043,1.800473,meningioma
63.875866,-27.630056,meningioma
-0.59523195,-15.27859,meningioma
-2.4982271,-15.402998,meningioma
67.73448,-18.748306,meningioma
68.808945,0.7451601,meningioma
46.747215,-38.304104,meningioma
73.47442,-34.155922,meningioma
-13.634676,-1.4516083,meningioma
-29.24138,12.86885,meningioma
44.361694,-29.440212,meningioma
48.7786,13.547149,meningioma
48.479874,-1.8007269,meningioma
37.854553,-11.642239,meningioma
30.354704,0.08276422,meningioma
15.524635,-13.652926,meningioma
6.888698,-10.342972,meningioma
31.91528,13.427479,meningioma
132.68011,-15.773329,meningioma
-27.644289,15.06663,meningioma
64.97252,-27.3837,meningioma
56.174088,-10.856546,meningioma
64.97252,-27.3837,meningioma
92.34542,-10.596174,meningioma
18.228987,0.5347585,meningioma
32.684055,-14.347711,meningioma
32.905697,1.6942215,meningioma
52.60151,5.8062677,meningioma
33.881634,3.659896,meningioma
26.574755,-20.661858,meningioma
4.964698,37.489094,meningioma
62.76498,-15.353302,meningioma
74.913025,-19.014328,meningioma
83.933586,-20.713799,meningioma
34.65455,-33.744564,meningioma
12.658486,-41.353813,meningioma
18.928234,-16.451998,meningioma
93.8501,-7.488611,meningioma
101.40996,14.472589,meningioma
59.552654,-4.2618594,meningioma
-22.065687,2.2047038,meningioma
1.9792386,59.590996,meningioma
-41.386997,7.6242647,meningioma
31.890068,13.450351,meningioma
28.160915,0.025841787,meningioma
43.284332,-29.036837,meningioma
110.49372,-13.260423,meningioma
26.374722,26.531904,meningioma
56.81211,-13.43673,meningioma
21.571234,30.121702,meningioma
-47.91634,8.527222,meningioma
-21.5616,5.238713,meningioma
51.898506,-20.900873,meningioma
83.881065,-45.60272,meningioma
47.062958,38.966187,meningioma
-19.563063,7.095052,meningioma
-46.666126,-2.6644068,meningioma
-46.650543,-0.3998603,meningioma
-54.032867,-6.0888557,meningioma
-48.515396,1.8932016,meningioma
-47.64961,3.4543533,meningioma
-36.33302,3.4252985,meningioma
-37.319416,2.9022624,meningioma
74.754555,18.006329,meningioma
-36.696453,3.490372,meningioma
-41.581318,5.4837723,meningioma
-44.739616,1.976208,meningioma
-37.346466,10.634561,meningioma
-25.387379,14.000248,meningioma
-22.896378,14.683941,meningioma
-41.24444,2.3787968,meningioma
-29.76388,22.034842,meningioma
-24.545605,8.881395,meningioma
-25.777178,8.496148,meningioma
54.856457,-3.3782837,meningioma
-25.818121,8.325869,meningioma
-23.32081,10.766824,meningioma
-29.92184,17.461145,meningioma
-30.574623,15.185787,meningioma
6.8811107,-11.560726,meningioma
8.118008,-12.288567,meningioma
2.1144478,-14.464928,meningioma
-2.2673056,-15.529247,meningioma
-5.6570544,-15.949479,meningioma
-8.610841,-17.169104,meningioma
-8.20763,41.284473,meningioma
-7.82145,4.98556,meningioma
-17.177458,-1.6271344,meningioma
-10.396958,3.6173122,meningioma
-28.13046,19.678566,meningioma
-26.540844,24.66873,meningioma
-24.620155,29.285091,meningioma
-28.57937,26.360134,meningioma
-25.378769,14.668091,meningioma
-24.16965,17.052263,meningioma
-24.869534,18.512232,meningioma
-21.785704,24.895777,meningioma
-24.21434,25.38773,meningioma
-21.817804,31.507015,meningioma
-22.198708,33.93359,meningioma
-31.882746,13.799157,meningioma
-30.23524,15.139588,meningioma
-43.836216,8.364874,meningioma
-20.1854,35.73439,meningioma
-24.403177,32.945866,meningioma
-20.61769,-6.2883067,meningioma
48.139904,33.170174,meningioma
-20.001999,-3.472053,meningioma
-16.741613,2.4156225,meningioma
-18.778364,8.049707,meningioma
-24.8,12.135092,meningioma
-43.135914,1.5722194,meningioma
-29.22446,17.788685,meningioma
-34.29744,14.275952,meningioma
-33.48406,17.272339,meningioma
-27.250103,25.41881,meningioma
-31.328222,22.454348,meningioma
23.067081,25.304758,meningioma
-31.216331,10.576088,meningioma
-28.91872,14.97461,meningioma
-30.51753,15.221143,meningioma
-29.370232,18.673557,meningioma
-29.986551,20.954966,meningioma
-28.806936,25.626894,meningioma
-31.946178,24.10544,meningioma
-29.472382,11.419862,meningioma
-28.292921,12.408308,meningioma
-27.607203,13.717759,meningioma
-2.7846944,47.085655,meningioma
48.335327,-1.5827974,meningioma
105.971596,26.598698,meningioma
83.78305,12.71996,meningioma
61.892532,17.979315,meningioma
80.4032,-32.004868,meningioma
89.11596,-20.546524,meningioma
83.43424,-46.572983,meningioma
-2.3950205,47.18228,meningioma
53.005386,22.050716,meningioma
114.07445,-15.621322,meningioma
-33.195755,4.769101,meningioma
-14.938151,18.014187,meningioma
-24.066034,9.843616,meningioma
-14.341386,-9.033992,meningioma
-19.19462,-12.216447,meningioma
-11.4480295,-4.1162553,meningioma
-11.038617,-0.8355172,meningioma
-14.323731,18.016018,meningioma
-12.265272,16.803679,meningioma
-23.733402,5.3142114,meningioma
-15.565842,9.147889,meningioma
-13.632248,8.627416,meningioma
-18.392042,11.927076,meningioma
-7.799601,9.949609,meningioma
-13.345196,14.085746,meningioma
-12.107119,11.860422,meningioma
-12.515149,15.240182,meningioma
-15.705097,17.687328,meningioma
-18.509384,18.791624,meningioma
-22.973507,17.420258,meningioma
-14.064393,13.599377,meningioma
-15.777207,9.409749,meningioma
-17.90907,13.134881,meningioma
-18.856628,9.514217,meningioma
-14.989518,13.968382,meningioma
-19.416573,15.148894,meningioma
-14.678157,17.806473,meningioma
-21.758066,9.472982,meningioma
-13.891033,13.156512,meningioma
-10.165926,5.7196317,meningioma
-22.661327,3.458771,meningioma
-13.024101,12.159394,meningioma
-9.716606,18.035755,meningioma
-14.324525,19.18992,meningioma
-16.58122,13.557763,meningioma
15.164084,-7.607025,meningioma
13.165026,-12.941336,meningioma
6.8952584,-16.626701,meningioma
13.86377,-19.490946,meningioma
-1.4473634,3.2636313,meningioma
-5.035328,0.5477995,meningioma
6.132466,6.4984975,meningioma
7.462165,9.279776,meningioma
-16.023027,20.634903,meningioma
-10.422688,19.55071,meningioma
-19.622156,16.330315,meningioma
-12.14448,12.916615,meningioma
-14.091389,7.7874866,meningioma
-26.434769,14.687257,meningioma
-23.014292,15.4802475,meningioma
-22.208355,12.583446,meningioma
-19.31936,13.633118,meningioma
-22.402601,9.426341,meningioma
-18.379225,23.96888,meningioma
-12.011482,23.209974,meningioma
-9.964609,18.271652,meningioma
-23.834215,16.08007,meningioma
-2.4883118,17.516197,meningioma
-31.386118,8.78908,meningioma
