feature_1,feature_2,feature_3,class
70.08968,-36.417225,-5.6641717,meningioma
41.66945,-4.9762015,3.4771638,meningioma
47.069363,-33.45798,-17.929329,meningioma
33.49121,-38.909485,-29.343452,meningioma
-27.330004,-34.712833,1.4030063,meningioma
5.2647142,3.0898187,12.103738,meningioma
80.45173,-17.476566,-15.543037,meningioma
53.139088,-25.762098,-25.02785,meningioma
87.275665,-32.17155,-51.774536,meningioma
73.53486,-27.148823,-32.53813,meningioma
44.530403,-30.153109,-3.6460214,meningioma
51.421406,-24.588804,-24.373222,meningioma
9.229427,-14.115431,-3.218223,meningioma
28.108442,3.292754,12.459021,meningioma
34.343033,-17.5323,-3.8183992,meningioma
9.61748,0.6660558,-4.093846,meningioma
12.453155,-18.92245,-15.873336,meningioma
57.252865,19.087297,6.2988477,meningioma
8.122118,63.78839,-24.11782,meningioma
12.920907,51.810997,-11.328165,meningioma
44.836815,0.3052953,18.372091,meningioma
60.171505,1.18689,18.276093,meningioma
88.366295,24.56621,2.1165118,meningioma
91.23136,-31.707233,-17.126837,meningioma
80.80611,-35.290096,-34.609386,meningioma
31.031794,24.431479,13.245127,meningioma
75.0984,-23.62804,-12.247527,meningioma
70.173676,-25.37358,-15.984319,meningioma
70.25115,-1.6377319,-7.1970763,meningioma
14.426883,-27.131699,3.644413,meningioma
72.262314,-32.34457,-11.882969,meningioma
100.57088,-30.8695,-6.8052197,meningioma
59.377956,-26.255087,-17.752161,meningioma
-29.301447,14.993316,-3.8659782,meningioma
60.157555,-21.420658,-5.394233,meningioma
10.241931,0.770878,1.384605,meningioma
62.205757,-33.532597,-33.4789,meningioma
-3.156116,-15.684799,-6.241241,meningioma
-5.0735736,-15.563564,-5.5675,meningioma
69.95121,-25.182487,-15.413271,meningioma
71.95391,-3.5467339,-8.354654,meningioma
46.54629,-43.484444,-9.649932,meningioma
74.20061,-40.32717,-12.303201,meningioma
-13.555777,-0.47800168,4.109514,meningioma
-29.301447,14.993316,-3.8659782,meningioma
43.174202,-33.271362,-16.113966,meningioma
51.470005,11.341518,13.136853,meningioma
49.5753,-6.6593738,-0.5579898,meningioma
40.07053,-14.795889,3.5448434,meningioma
32.00057,-1.3755549,9.338854,meningioma
15.803697,-15.725246,8.759875,meningioma
5.4928727,-10.817205,7.6454477,meningioma
33.601753,13.509562,-4.4195557,meningioma
144.75569,-22.06927,-27.209482,meningioma
-27.459454,17.05926,-4.8573456,meningioma
64.35369,-32.243233,-23.834717,meningioma
58.910217,-17.320051,18.161213,meningioma
64.35369,-32.243233,-23.834717,meningioma
95.68853,-17.77378,-21.822723,meningioma
18.365374,0.05694518,3.0185947,meningioma
33.734367,-16.60105,-2.2702694,meningioma
33.31169,-1.2885845,8.519334,meningioma
58.3108,3.0601516,19.698956,meningioma
34.038612,0.48223957,-5.5242305,meningioma
25.238632,-23.34442,0.7415872,meningioma
10.48511,42.148167,-23.81827,meningioma
64.325584,-18.781082,-21.40103,meningioma
78.78396,-23.276571,-54.952873,meningioma
85.78173,-25.68678,-54.420403,meningioma
33.65495,-38.069214,-13.171634,meningioma
9.764165,-43.90488,-19.202518,meningioma
18.417728,-16.790697,-15.781738,meningioma
95.59932,-13.9226465,-39.46721,meningioma
110.73375,12.170511,-28.047535,meningioma
61.550484,-9.954306,-21.6182,meningioma
-23.081081,3.686719,10.239005,meningioma
8.614167,63.62584,-23.479275,meningioma
-41.94884,10.541737,-10.975265,meningioma
33.580147,13.533094,-4.457887,meningioma
28.145222,-1.2754357,2.1754098,meningioma
42.96103,-32.625187,-25.376879,meningioma
117.23267,-16.566057,-33.56405,meningioma
29.607292,26.13511,-3.8816566,meningioma
58.646946,-20.146967,-2.963826,meningioma
25.299393,29.453104,-0.8734228,meningioma
-47.413784,12.852151,-21.49321,meningioma
-22.222517,6.6935825,8.599535,meningioma
51.375965,-24.569035,-24.328453,meningioma
85.88385,-55.38059,40.647144,meningioma
56.670586,40.801937,16.937342,meningioma
-19.909344,8.429746,8.932188,meningioma
-47.780613,0.5869392,-5.2928066,meningioma
-47.467926,3.1461682,-8.648598,meningioma
-55.87473,-2.7509081,-11.129018,meningioma
-48.98289,5.8543024,-16.300194,meningioma
-47.686474,7.4704647,-17.491842,meningioma
-37.33362,5.8705153,-3.6787605,meningioma
-38.279266,5.444517,-4.3187375,meningioma
84.62111,17.080425,8.560894,meningioma
-37.67968,5.869284,-4.6772723,meningioma
-42.60722,7.9528418,-9.246661,meningioma
-46.061806,4.613088,-8.7363,meningioma
-37.844364,12.925242,-11.010547,meningioma
-25.296616,15.655169,1.2630591,meningioma
-22.59718,16.228012,3.913212,meningioma
-42.460133,4.836072,-6.573853,meningioma
-28.789707,24.66845,-17.89118,meningioma
-24.940586,10.41211,6.4770455,meningioma
-26.367327,9.969205,6.2058287,meningioma
56.880123,-9.151793,2.2432418,meningioma
-26.384542,9.790008,6.049053,meningioma
-23.689087,12.128718,6.1463957,meningioma
-28.952898,20.479916,-10.260825,meningioma
-30.252066,17.657343,-6.929018,meningioma
5.752339,-13.172406,16.058601,meningioma
7.081739,-13.956517,15.132835,meningioma
0.76354957,-15.494792,12.84506,meningioma
-3.859204,-16.150589,12.025389,meningioma
-7.544139,-16.385435,11.564875,meningioma
-10.882587,-17.458511,10.83259,meningioma
-5.3465986,43.075424,-16.593288,meningioma
-7.5113993,5.2881417,23.622961,meningioma
-17.910547,-0.9662869,23.657793,meningioma
-10.528759,3.6429183,23.61413,meningioma
-27.683186,21.84848,-11.670574,meningioma
-25.579908,26.955587,-15.980238,meningioma
-22.62064,32.193806,-21.43321,meningioma
-26.672184,29.569595,-24.921238,meningioma
-25.397083,16.079994,1.8086568,meningioma
-24.003355,18.451231,-0.1182654,meningioma
-24.606407,20.004875,-2.838243,meningioma
-20.86623,26.449753,-7.684623,meningioma
-23.058752,27.418253,-13.177517,meningioma
-19.261442,34.466156,-21.018543,meningioma
-18.632082,37.920456,-27.820467,meningioma
-31.623873,16.447294,-9.7107,meningioma
-29.994738,17.507719,-7.9805126,meningioma
-43.29393,12.422969,-21.674332,meningioma
-16.820349,39.393147,-27.511751,meningioma
-20.862865,37.20641,-30.55969,meningioma
-21.894123,-5.842678,1.4217124,meningioma
54.763954,32.61984,9.2037735,meningioma
-21.048279,-3.0643542,2.685857,meningioma
-17.06335,2.710921,4.369313,meningioma
-18.537157,8.975307,4.3080754,meningioma
-24.167427,14.09061,-1.7235093,meningioma
-44.58231,4.1307735,-6.0125775,meningioma
-29.188652,19.664778,-9.359765,meningioma
-34.681057,16.438036,-11.410998,meningioma
-33.46621,19.578598,-15.656104,meningioma
-25.66836,28.205427,-18.90254,meningioma
-29.813484,25.726845,-21.963728,meningioma
26.897144,25.624096,14.81764,meningioma
-31.615992,12.358892,-2.07747,meningioma
-28.911747,16.67912,-4.3060913,meningioma
-30.470415,17.069279,-6.9028535,meningioma
-28.833883,20.658493,-10.693592,meningioma
-29.055243,23.376848,-15.590425,meningioma
-27.03517,28.745338,-21.865297,meningioma
-29.980297,27.815956,-24.77643,meningioma
-29.545635,13.532742,-5.4875946,meningioma
-28.245228,14.513368,-6.3531036,meningioma
-27.379566,15.945045,-8.023842,meningioma
3.7006862,52.460308,-17.481403,meningioma
52.102596,-5.0165772,4.9957633,meningioma
119.17334,24.444984,-4.2875476,meningioma
92.65595,9.050897,9.394789,meningioma
67.67993,15.242748,18.55505,meningioma
82.32892,-38.07627,-36.183163,meningioma
90.51616,-29.782946,-14.033815,meningioma
85.30825,-56.266705,38.05987,meningioma
4.142775,52.55979,-16.32614,meningioma
57.252865,19.087297,6.2988477,meningioma
120.951996,-19.009611,-34.51707,meningioma
-33.879265,7.0616837,-6.86252,meningioma
-14.461693,19.352022,-6.136633,meningioma
-23.99413,11.741452,-5.156413,meningioma
-16.305641,-8.600887,13.350792,meningioma
-21.498007,-11.512618,12.300401,meningioma
-12.871799,-4.1685853,14.330434,meningioma
-11.873485,-1.009612,15.643314,meningioma
-13.101052,19.63035,-9.244118,meningioma
-11.475765,18.062452,-6.240812,meningioma
-24.745808,6.681271,-2.2487595,meningioma
-15.997656,10.1078005,1.9934634,meningioma
-13.971251,9.460043,5.8254704,meningioma
-18.691082,13.110462,-1.9802092,meningioma
-7.9192643,10.3061905,10.913119,meningioma
-13.420036,14.750588,6.092628,meningioma
-12.246645,12.394725,7.231812,meningioma
-12.164441,16.07655,2.4948242,meningioma
-15.039406,18.987932,-3.584498,meningioma
-17.606884,20.3809,-7.7525377,meningioma
-22.244022,19.34639,-11.288635,meningioma
-13.450389,14.907914,-5.455239,meningioma
-15.9136715,10.857246,-3.30036,meningioma
-17.16286,14.809966,-9.846148,meningioma
-19.454393,10.584904,1.8230671,meningioma
-14.248485,15.3459425,-7.4588747,meningioma
-19.051702,16.89685,-4.979528,meningioma
-13.881867,19.335882,-2.447857,meningioma
-22.203976,10.848556,0.113031596,meningioma
-13.839554,14.141696,2.8182683,meningioma
-10.517878,6.18477,4.004203,meningioma
-23.780071,4.632326,6.132849,meningioma
-13.182187,12.870164,7.1895256,meningioma
-9.090217,18.933605,5.5382547,meningioma
-13.698914,20.423647,0.74259794,meningioma
-16.252235,15.000782,-1.4869754,meningioma
15.126536,-9.766368,16.23724,meningioma
12.6720705,-14.950434,16.853582,meningioma
5.2483974,-18.033909,13.32376,meningioma
12.386259,-21.63633,12.090207,meningioma
-1.3925948,2.9278514,21.18225,meningioma
-5.3217583,0.39086056,19.210491,meningioma
6.8214483,5.5288935,20.82242,meningioma
8.439602,8.364961,19.665682,meningioma
-15.395862,21.916182,-2.530424,meningioma
-9.751364,20.26998,3.8879173,meningioma
-18.949806,18.186718,-7.8719015,meningioma
-12.137568,13.477501,6.9276266,meningioma
-14.54083,8.270143,7.3209248,meningioma
-26.183517,16.784313,-11.537551,meningioma
-22.692894,17.3761,-9.2116375,meningioma
-22.417505,14.056002,-4.931653,meningioma
-19.475567,14.909051,-3.072276,meningioma
-23.015797,10.737743,-1.6707277,meningioma
-16.69688,26.490469,-9.939687,meningioma
-10.325342,25.063053,-1.8590149,meningioma
-9.072634,19.35444,4.9081497,meningioma
-22.837729,18.668392,-13.671507,meningioma
-1.5020185,18.062634,12.100047,meningioma
-31.732763,11.041948,-8.30288,meningioma
-33.03249,12.630269,-12.409092,meningioma
-36.098194,11.825229,-15.036761,meningioma
-39.130962,13.675172,-19.264187,meningioma
-0.72581595,13.921505,9.390722,meningioma
-9.88421,6.0841007,9.876529,meningioma
-17.976692,14.664932,-7.306092,meningioma
-11.536398,15.205815,-3.4995782,meningioma
-12.582684,11.818533,0.9077406,meningioma
-10.781341,8.797287,5.041232,meningioma
-7.9682307,8.794551,6.4020395,meningioma
-11.714798,2.9187188,8.748327,meningioma
-16.965567,-2.0539553,9.363583,meningioma
-12.792835,-2.6391025,12.521551,meningioma
-22.108898,1.8576882,0.5196248,meningioma
-7.3600006,14.248651,0.62185967,meningioma
-11.321448,19.168196,-1.4740249,meningioma
-7.8912396,13.615088,4.2623286,meningioma
-6.935676,9.19316,6.5138006,meningioma
-11.499048,4.361316,8.588614,meningioma
-14.236643,9.621415,3.9702525,meningioma
-10.058167,5.585772,8.271281,meningioma
-17.14958,5.450963,5.327556,meningioma
-15.239895,10.996444,2.9108498,meningioma
-18.810406,14.119369,-3.9991548,meningioma
-21.731236,15.944316,-9.77019,meningioma
-27.489687,3.7601364,-1.783439,meningioma
-22.413961,6.1483693,-0.4975336,meningioma
-26.644424,4.5322995,-1.7395247,meningioma
-11.47687,14.279684,2.79059,meningioma
-19.024214,13.142315,-1.6867368,meningioma
-24.195513,11.098901,-4.4852443,meningioma
-15.882875,18.76635,-6.2147827,meningioma
-22.164188,15.598411,-10.034237,meningioma
-13.844401,17.111683,-2.2462485,meningioma
-17.450079,13.313868,-0.2604765,meningioma
-15.261541,14.146949,1.0306749,meningioma
-15.335623,12.884121,2.569207,meningioma
-14.308629,20.33372,-5.567183,meningioma
-17.927162,21.499838,-11.811157,meningioma
-19.77419,23.510103,-16.953953,meningioma
-26.788635,20.093496,-17.635096,meningioma
0.16412534,-16.227554,8.83788,meningioma
-8.194264,5.3710546,11.087846,meningioma
-11.297153,-0.81121725,10.9466715,meningioma
-2.725347,1.1338592,13.593232,meningioma
-1.3574117,0.1061605,14.291163,meningioma
-2.8764112,5.456579,12.36187,meningioma
-16.726873,6.121928,8.625005,meningioma
-16.219627,12.620883,4.7705965,meningioma
-4.6963935,4.2074404,15.128595,meningioma
-12.962432,8.5618925,7.3584037,meningioma
-23.864037,10.993842,-2.3656824,meningioma
10.715196,-11.670298,9.583105,meningioma
-25.46814,8.986777,-0.45793244,meningioma
-24.390032,8.687673,0.9677754,meningioma
-18.38888,11.709769,1.6966168,meningioma
-17.218435,10.632926,2.2567074,meningioma
-18.852448,18.27491,-4.9052296,meningioma
-4.9151993,5.4696407,8.929609,meningioma
-6.21827,8.175776,6.9695916,meningioma
-10.791531,8.411857,7.62712,meningioma
-21.29211,5.6807423,3.2060695,meningioma
-15.93254,17.378672,-5.3030515,meningioma
6.837882,-16.69709,11.30964,meningioma
-5.3158574,16.530497,6.021932,meningioma
-3.3548687,7.355264,13.247896,meningioma
-8.276368,-0.7478996,13.092987,meningioma
-7.694347,-4.4273844,12.879875,meningioma
-5.289233,-4.6235347,12.575002,meningioma
9.488605,-23.899305,-6.088193,meningioma
-3.3874664,-1.8202789,6.253306,meningioma
-1.5987151,-6.6276045,7.2939205,meningioma
23.123207,1.7479299,5.270193,meningioma
14.768481,-5.176109,2.7217495,meningioma
-7.722337,-20.24526,8.829688,meningioma
10.593196,-11.948106,0.37378344,meningioma
-21.898523,-12.209321,4.9913764,meningioma
-22.09289,-9.916917,4.795502,meningioma
-22.529455,-8.770884,4.970448,meningioma
-19.656431,-2.9950197,1.299202,meningioma
9.047944,8.972256,12.884414,meningioma
7.5641522,3.100111,14.183224,meningioma
-8.31558,-16.071861,4.054295,meningioma
-6.263195,-16.634665,5.7978826,meningioma
-6.5159817,-14.540893,6.1742425,meningioma
-32.56316,11.645812,-10.066361,meningioma
-10.309355,-13.659495,5.3614507,meningioma
1.4302478,-2.2765787,4.2868958,meningioma
0.039115775,-10.13234,5.064765,meningioma
-6.1507826,-12.535544,3.847291,meningioma
-7.053078,-9.872719,3.8320212,meningioma
-9.791003,-8.286283,2.7914658,meningioma
-12.414245,-5.0424595,2.813486,meningioma
11.902874,0.027254693,7.530543,meningioma
12.064397,-3.8068964,14.314701,meningioma
-20.820784,23.8758,-13.223213,meningioma
-28.452293,12.599487,-9.209888,meningioma
-28.241308,20.019398,-16.672644,meningioma
-16.271612,23.607555,-9.95213,meningioma
-14.437927,22.66429,-10.185586,meningioma
-19.5878,23.251009,-17.216232,meningioma
-17.139544,18.295736,-9.45281,meningioma
-9.674255,19.796799,-2.734023,meningioma
-5.468325,18.033817,1.802703,meningioma
-6.918569,11.933635,5.920348,meningioma
-21.421368,0.5062702,6.7500668,meningioma
-21.839447,5.411617,2.8402727,meningioma
-17.322487,19.364332,-8.827662,meningioma
-10.178332,10.905117,6.290083,meningioma
-7.355146,9.386019,9.112867,meningioma
-14.389909,2.967079,10.114578,meningioma
-15.569929,3.1742086,9.243462,meningioma
-15.150215,6.246941,8.080627,meningioma
-15.138108,10.436419,5.0225377,meningioma
-14.992749,8.562367,6.00985,meningioma
-16.159119,15.279961,-1.3221384,meningioma
-18.081814,19.689157,-8.063104,meningioma
-20.070671,23.70989,-13.019282,meningioma
-2.9134436,-4.6375275,6.48508,meningioma
-10.975148,18.345633,1.5268946,meningioma
22.8565,6.6577826,15.831749,meningioma
14.215203,-4.062295,10.592816,meningioma
12.31823,-8.478017,5.805982,meningioma
5.301969,-14.729237,2.5689995,meningioma
-2.3397784,-19.586294,-1.288784,meningioma
5.727462,-5.7121634,12.873435,meningioma
5.605755,-10.684491,11.808252,meningioma
-11.653326,-7.913187,12.258308,meningioma
-7.819913,-3.6415803,10.72015,meningioma
-5.909479,-0.90609133,10.494753,meningioma
-13.706023,-4.6407075,-1.9691167,meningioma
-7.2029676,1.8686614,8.234271,meningioma
-8.959875,3.3183308,6.134639,meningioma
-8.785048,1.0262355,7.809347,meningioma
-4.591233,-2.0571249,12.20678,meningioma
-9.997955,-6.4282103,10.582794,meningioma
-14.897688,-11.471178,10.543579,meningioma
-1.7602642,-12.558188,12.557856,meningioma
-4.30849,-9.870561,12.487703,meningioma
-3.681302,-4.9528995,12.661934,meningioma
-4.23294,0.50702643,13.132919,meningioma
-12.52958,0.8942711,-2.4533122,meningioma
-6.5274625,8.277512,8.974626,meningioma
-8.043118,22.351965,0.06411373,meningioma
7.651525,0.71943825,-17.531506,meningioma
5.074288,0.96615237,-16.54357,meningioma
6.8076763,2.3796597,-15.904271,meningioma
3.8668358,1.5784093,-11.61398,meningioma
-4.588756,5.1557136,-5.451463,meningioma
-9.149459,-9.595071,5.8831205,meningioma
-46.82306,0.682092,-6.8869176,meningioma
-8.192677,25.34677,-10.069318,meningioma
-15.935014,8.5789385,-5.2195807,meningioma
54.761505,40.323147,-14.136963,meningioma
15.327995,30.33694,-1.2276299,meningioma
36.484455,-14.052,-8.954612,meningioma
-1.2723906,26.57574,-12.535958,meningioma
60.501076,-8.454175,-16.204428,meningioma
62.69372,-24.758339,-9.2994,meningioma
60.974655,-6.418496,-25.33526,meningioma
76.43314,-7.48719,-16.721012,meningioma
109.1106,-10.799706,-28.186762,meningioma
82.00341,34.5928,19.72833,meningioma
-20.200869,12.505376,-9.020195,meningioma
41.317703,-8.40128,-1.8340136,meningioma
108.48273,-9.974384,-33.02918,meningioma
40.9889,-8.073717,-9.922498,meningioma
-23.275877,1.1693722,-2.758743,meningioma
84.82545,16.990652,8.660772,meningioma
75.06964,-13.406836,-7.992229,meningioma
9.244143,-11.764922,4.78414,meningioma
-2.798679,-16.885572,2.984653,meningioma
-3.1547077,-14.486651,4.923066,meningioma
-5.7718296,7.9065185,7.9354796,meningioma
-8.486949,-14.203984,4.429342,meningioma
-1.4549037,-15.993619,5.536667,meningioma
-1.4788251,1.655024,13.803862,meningioma
10.9670515,26.268381,4.7637606,meningioma
3.7569659,12.287411,6.780435,meningioma
-2.7842526,0.038110353,0.8748347,meningioma
-1.258781,-4.2516813,0.23457517,meningioma
-13.222639,-9.8092985,-2.7150252,meningioma
9.634965,-3.4908679,8.357253,meningioma
4.297954,-10.512741,9.287334,meningioma
-10.775412,-0.14649837,8.85901,meningioma
3.4441674,-15.162358,8.43201,meningioma
-1.4442973,-18.10811,5.7149806,meningioma
-5.584818,-12.904835,10.145735,meningioma
12.744187,6.376683,7.8401103,meningioma
2.1712844,-2.9519742,3.7729788,meningioma
2.1712844,-2.9519742,3.7729788,meningioma
-1.7900757,-6.7270055,0.462406,meningioma
-5.7076287,-13.892914,0.02248263,meningioma
-9.657027,-18.688665,0.04888522,meningioma
-33.98064,-23.394457,5.5725584,meningioma
-17.479511,-5.1250205,7.4845867,meningioma
-18.081116,-33.445675,-6.699227,meningioma
-20.490858,-35.1458,-7.992238,meningioma
-27.85135,-34.61138,-7.328456,meningioma
-18.206879,-34.15528,-9.286464,meningioma
-20.36134,-34.09291,-7.922699,meningioma
-6.4747834,-27.011204,1.0043789,meningioma
-4.2443366,-23.931927,5.0402994,meningioma
0.5270809,-18.184565,4.7440057,meningioma
1.3534362,-14.835665,3.9914749,meningioma
19.727673,21.21973,-7.1645536,meningioma
0.8472288,-22.327887,-0.9552413,meningioma
12.999403,16.354712,-6.102528,meningioma
7.0466266,6.7047596,-1.975972,meningioma
19.301855,6.29578,4.9453607,meningioma
-22.668186,17.645794,-10.091128,meningioma
-4.8780293,19.76666,-2.0342076,meningioma
-6.3539724,7.736278,6.265789,meningioma
6.0250077,5.5169425,13.981603,meningioma
-19.976133,-1.1085286,7.173266,meningioma
-24.068346,-6.795141,5.868992,meningioma
-22.979963,-6.768375,7.039228,meningioma
-4.94257,4.23021,12.627156,meningioma
-4.738265,7.2020164,2.7801912,meningioma
-5.4630995,-1.1262861,3.6600764,meningioma
-12.177661,2.1198156,5.2503724,meningioma
17.10988,-13.686573,11.524087,meningioma
17.510271,-12.82641,9.474178,meningioma
9.2433605,-11.2482815,9.973032,meningioma
13.597416,-29.628498,-15.562823,meningioma
21.29357,-25.989727,-14.236191,meningioma
23.868408,-20.572287,-15.456702,meningioma
20.185495,-19.317245,-10.086867,meningioma
-25.019867,10.797666,-7.183139,meningioma
-6.836385,-0.131394,13.311709,meningioma
7.468779,13.5529585,15.21292,meningioma
8.566185,2.9830902,16.671211,meningioma
13.37345,-1.284075,14.958715,meningioma
-0.8995848,-6.7176433,17.494287,meningioma
-7.335435,24.295368,-3.4890606,meningioma
-7.2575192,9.287926,6.6931434,meningioma
10.734244,9.84221,8.66009,meningioma
8.964983,4.924977,5.1074743,meningioma
-4.3605185,-3.9815922,3.0606441,meningioma
-3.8269327,-5.4890976,4.2534494,meningioma
20.629452,-17.806374,9.603685,meningioma
1.1557598,-6.5105443,4.0487647,meningioma
-3.745756,-12.4826145,3.2174861,meningioma
-24.199802,19.451777,-10.371848,meningioma
-14.245639,15.48932,-2.6485832,meningioma
5.409739,-7.6207514,14.44976,meningioma
-3.9683547,-9.166258,12.243452,meningioma
2.9325814,-2.6058905,12.222144,meningioma
2.306762,1.2544695,11.749296,meningioma
-0.7425678,4.3292575,8.904776,meningioma
-0.4491355,8.264253,8.035629,meningioma
14.225929,-22.841642,1.8842573,meningioma
0.033358272,14.418687,3.5626833,meningioma
-19.213041,-10.016833,4.1983075,meningioma
14.748039,-6.443609,6.9880776,meningioma
9.959218,-14.769166,5.4206753,meningioma
2.3683834,-20.759998,3.2153723,meningioma
-3.9831855,-13.599265,4.4813786,meningioma
0.89819354,-8.79409,4.130493,meningioma
4.8757186,-6.6726604,-1.6310263,meningioma
1.9099367,-11.551025,-4.113341,meningioma
-0.5687774,-15.862191,-4.7406125,meningioma
4.452045,-30.520823,-2.064962,meningioma
-12.643363,-22.436537,-4.957351,meningioma
-22.920687,15.195432,-4.1656437,meningioma
-1.7793069,16.774595,7.253519,meningioma
-2.9991682,5.933721,7.4841275,meningioma
-1.8251022,0.5755429,8.085148,meningioma
-18.723902,23.507982,-13.745987,meningioma
-14.455875,18.282778,-6.468095,meningioma
7.1489654,22.668724,0.9335457,meningioma
15.971347,17.986784,8.254352,meningioma
-0.8315105,-14.479432,0.20754987,meningioma
0.05167226,-34.59413,-3.6817095,meningioma
4.5136533,-10.109863,1.2074733,meningioma
-5.2384696,-12.372488,6.3553042,meningioma
-5.374525,-8.127021,5.2911267,meningioma
11.708496,7.2300434,8.051924,meningioma
-13.485567,-7.3709455,5.66947,meningioma
7.4402857,-5.582469,7.8323274,meningioma
-2.0834174,-10.637744,7.9079432,meningioma
-3.2303507,-4.122744,7.0038323,meningioma
-2.8186333,0.78848165,2.5236595,meningioma
-9.350807,-6.74314,0.61332214,meningioma
-13.02091,-12.556486,0.46606252,meningioma
-5.0244837,-7.490968,8.294814,meningioma
-7.0309744,-10.144035,7.370357,meningioma
21.60428,19.623966,6.2223587,meningioma
-2.3651106,-11.137315,10.84568,meningioma
-7.853173,-9.105321,9.568106,meningioma
-1.3356687,-3.3512285,9.190442,meningioma
3.1035643,1.4881458,8.655662,meningioma
4.966088,7.5725327,5.274101,meningioma
-1.2658414,12.348452,2.1972103,meningioma
-13.355252,19.99601,-5.243873,meningioma
8.940631,18.915834,-4.221452,meningioma
1.1400647,8.796436,1.3066903,meningioma
5.228158,4.914445,6.773122,meningioma
8.261935,4.6995363,4.2026453,meningioma
-13.943421,12.329521,-1.6499485,meningioma
-0.9839096,11.485752,7.214367,meningioma
-7.5696187,-18.882265,1.0464529,meningioma
-7.3669615,-14.539446,2.291439,meningioma
-1.9188972,-8.985315,1.3479415,meningioma
-0.040100798,-4.820451,1.7260647,meningioma
4.306944,3.2676125,2.8962054,meningioma
-3.5015984,-1.8755691,3.6062508,meningioma
-6.028646,-8.680299,5.385133,meningioma
-12.50377,-14.075713,4.4848814,meningioma
15.178521,3.67264,2.3637,meningioma
-14.871973,-15.457875,5.431551,meningioma
-14.585796,-12.680675,5.881371,meningioma
-3.4445417,-7.630343,17.313202,meningioma
-11.531119,-15.5621605,16.361088,meningioma
-9.906594,-16.447483,15.420483,meningioma
0.06062287,-13.255249,16.485416,meningioma
-8.704672,1.0468224,6.478199,meningioma
-9.325087,11.236418,3.643728,meningioma
-20.738474,19.199942,-9.525889,meningioma
-6.3981357,-3.2318332,6.6647773,meningioma
9.501127,-2.6269653,3.4768271,meningioma
2.0454469,-6.83595,5.1862874,meningioma
-3.4664161,-14.535872,1.4007406,meningioma
11.398753,-16.230392,-1.3094224,meningioma
15.506558,-16.658703,-0.82147926,meningioma
26.389772,-19.906189,-1.1280342,meningioma
15.2456665,-27.183897,-3.03507,meningioma
12.300033,-28.320559,-3.5458176,meningioma
8.330316,-33.06587,-1.9229927,meningioma
-30.654207,23.597597,-22.696434,meningioma
-22.375845,21.28889,-11.091153,meningioma
-17.201818,14.6648445,-2.3445046,meningioma
-16.032322,12.407361,-1.2599549,meningioma
-14.389668,7.2183127,3.7431476,meningioma
-14.463467,0.38247848,6.283244,meningioma
-16.154623,-2.35952,6.2196255,meningioma
-12.292535,-5.4935727,9.985859,meningioma
11.0980215,6.638125,-2.4041722,meningioma
12.475199,5.019828,1.5248722,meningioma
15.314264,-2.6783552,3.068072,meningioma
12.521142,-8.117923,1.9030493,meningioma
-8.510646,-14.419418,9.895766,meningioma
-0.88229716,6.038895,16.251572,meningioma
-5.212291,-10.386821,12.650548,meningioma
-3.5792835,-7.259737,13.037842,meningioma
-8.907769,-3.8272507,9.721692,meningioma
1.7679703,5.2838387,7.4778385,meningioma
-0.7439189,11.69276,5.411046,meningioma
-0.13792126,8.30254,8.130048,meningioma
5.6671925,4.569023,11.970012,meningioma
-0.009935226,1.3456041,11.745606,meningioma
2.9528959,3.8440502,4.299687,meningioma
-5.450882,-1.3831619,1.2487184,meningioma
-0.62382716,14.911755,12.665098,meningioma
-1.0233761,-2.2648957,0.096981406,meningioma
0.1091406,-5.568201,-1.4792136,meningioma
-3.8107867,-7.9617586,-1.6922169,meningioma
-11.556146,2.984446,0.42601264,meningioma
2.987397,17.354399,3.5202577,meningioma
-1.7073509,7.9842854,8.54395,meningioma
14.1042185,11.554691,13.965243,meningioma
-10.521756,-5.0612283,12.587502,meningioma
-13.042509,-12.110795,12.815772,meningioma
10.6259365,14.038006,15.3630905,meningioma
-27.771297,17.265734,-4.5655975,meningioma
-38.377148,5.7694316,-4.7504725,meningioma
-32.307304,16.349672,-7.5378046,meningioma
-30.679626,26.900372,-25.671217,meningioma
-27.496557,15.290744,-2.346308,meningioma
-36.321198,11.133832,-6.491935,meningioma
-22.466679,27.501528,-13.91729,meningioma
-22.59344,33.82584,-27.810455,meningioma
-26.002941,30.83185,-29.776701,meningioma
-12.812783,13.864563,14.812977,meningioma
-29.974115,14.813108,-3.7945833,meningioma
-43.22816,7.888159,-9.224305,meningioma
-42.653446,12.3265,-18.988642,meningioma
-48.48239,0.25702626,-5.202708,meningioma
-41.148468,13.876346,-21.837275,meningioma
-29.83102,28.264603,-28.124146,meningioma
-42.18157,12.406321,-16.922527,meningioma
-30.631403,16.758177,-7.3019943,meningioma
-37.863663,15.81278,-16.238937,meningioma
-32.628162,24.116411,-23.626852,meningioma
-36.83086,20.501345,-24.96721,meningioma
-21.34598,18.43104,-6.25564,meningioma
-15.130927,18.87315,-1.0282838,meningioma
-21.522818,19.042595,-0.49955687,meningioma
-11.000242,19.072926,2.909705,meningioma
-8.645738,12.699947,10.952607,meningioma
-9.87287,9.294094,13.284038,meningioma
-14.268714,3.4463172,14.337239,meningioma
-9.98751,-5.736134,7.4427824,meningioma
